t,x,y,altGps,altBaro,voltage,current,speed,sats,lat,lon
0.0,0.0,0.0,459.3,2.093,12.58,0.11,0.44,2,48.638829,8.9427403
0.1,0.01,0.0,459.3,0.0,12.581,0.099,1.4,2,48.638829,8.9427405
0.2,0.02,-0.04,459.3,0.061,12.582,0.096,0.0,2,48.6388287,8.9427407
0.3,0.02,-0.04,459.3,0.024,12.582,0.096,0.8,2,48.6388287,8.9427407
0.4,0.04,-0.02,459.3,0.061,12.582,0.1,0.67,2,48.6388288,8.9427408
0.5,0.04,0.0,459.3,0.1,12.582,0.105,0.8,2,48.638829,8.9427408
0.6,0.05,0.02,459.4,0.061,12.582,0.102,0.7,2,48.6388292,8.942741
0.8,0.04,0.06,459.4,0.063,12.574,0.584,0.8,2,48.6388295,8.9427408
0.9,0.05,0.04,459.4,0.016,12.569,0.917,2.0,2,48.6388293,8.942741
1.0,0.05,-0.02,459.3,0.034,12.56,1.336,1.41,2,48.6388288,8.942741
1.1,0.04,0.02,459.3,0.074,12.56,1.354,0.0,2,48.6388292,8.9427408
1.2,0.04,0.02,459.3,0.042,12.563,1.184,0.0,2,48.6388292,8.9427408
1.3,0.04,0.02,459.3,0.058,12.57,0.743,1.4,2,48.6388292,8.9427408
1.4,0.02,0.06,459.4,0.092,12.572,0.696,0.44,2,48.6388295,8.9427407
1.5,0.04,0.06,459.4,0.021,12.566,0.995,1.11,2,48.6388295,8.9427408
1.6,0.01,0.04,459.3,0.098,12.551,1.86,0.33,2,48.6388293,8.9427405
1.8,0.01,0.02,459.3,0.024,12.548,1.972,1.48,2,48.6388292,8.9427405
1.9,-0.02,0.04,459.3,-0.021,12.552,1.656,1.41,2,48.6388293,8.94274
2.0,-0.01,0.07,459.3,-0.021,12.564,1.042,1.4,2,48.6388297,8.9427402
2.1,-0.02,0.11,459.4,0.037,12.573,0.382,0.67,2,48.63883,8.94274
2.2,-0.02,0.09,459.4,0.037,12.58,0.093,0.8,2,48.6388298,8.94274
2.3,-0.04,0.11,459.4,0.079,12.579,0.096,0.67,2,48.63883,8.9427398
2.4,-0.04,0.09,459.3,0.106,12.578,0.095,0.8,2,48.6388298,8.9427398
2.5,-0.02,0.11,459.4,0.092,12.579,0.096,0.0,2,48.63883,8.94274
2.6,-0.02,0.11,459.3,-0.048,12.58,0.096,0.44,2,48.63883,8.94274
2.8,-0.05,0.11,459.4,0.026,12.58,0.105,1.33,2,48.63883,8.9427397
2.9,-0.05,0.15,459.4,-0.09,12.58,0.105,0.67,2,48.6388303,8.9427397
3.0,-0.05,0.17,459.4,-0.011,12.58,0.105,0.67,2,48.6388305,8.9427397
3.1,-0.05,0.15,459.4,0.016,12.58,0.102,0.0,2,48.6388303,8.9427397
3.2,-0.05,0.15,459.4,0.024,12.58,0.095,0.0,2,48.6388303,8.9427397
3.3,-0.05,0.15,459.4,0.087,12.58,0.093,0.8,2,48.6388303,8.9427397
3.4,-0.06,0.17,459.4,0.1,12.581,0.098,0.88,2,48.6388305,8.9427395
3.5,-0.09,0.17,459.4,0.053,12.581,0.099,2.67,2,48.6388305,8.9427392
3.6,-0.13,0.22,459.4,-0.127,12.581,0.094,1.36,2,48.638831,8.9427385
3.8,-0.06,0.2,459.3,0.005,12.578,0.103,3.76,2,48.6388308,8.9427395
3.9,0.01,0.13,459.3,0.021,12.577,0.111,2.98,2,48.6388302,8.9427405
4.0,-0.02,0.2,459.3,0.042,12.577,0.113,9.14,2,48.6388308,8.94274
4.1,-0.15,0.43,459.4,0.069,12.58,0.1,7.39,2,48.6388328,8.9427383
4.2,-0.17,0.63,459.6,0.066,12.581,0.1,2.05,2,48.6388347,8.942738
4.3,-0.18,0.69,459.6,-0.011,12.582,0.099,1.88,2,48.6388352,8.9427378
4.4,-0.22,0.72,459.6,0.029,12.582,0.099,0.44,2,48.6388355,8.9427373
4.5,-0.21,0.72,459.7,0.018,12.581,0.098,1.48,2,48.6388355,8.9427375
4.6,-0.24,0.74,459.6,0.079,12.58,0.096,2.19,2,48.6388357,8.942737
4.7,-0.22,0.69,459.6,-0.011,12.581,0.102,1.6,2,48.6388352,8.9427373
4.8,-0.2,0.65,459.6,0.018,12.581,0.106,0.88,2,48.6388348,8.9427377
4.9,-0.22,0.65,459.6,0.111,12.582,0.103,0.8,2,48.6388348,8.9427373
5.0,-0.21,0.63,459.6,0.124,12.582,0.097,0.67,2,48.6388347,8.9427375
5.1,-0.21,0.61,459.6,0.058,12.582,0.095,1.6,2,48.6388345,8.9427375
5.2,-0.18,0.57,459.6,0.092,12.581,0.094,0.67,2,48.6388342,8.9427378
5.3,-0.18,0.56,459.6,0.071,12.581,0.093,1.33,2,48.638834,8.9427378
5.4,-0.18,0.52,459.6,-0.021,12.581,0.095,0.67,2,48.6388337,8.9427378
5.5,-0.18,0.5,459.6,-0.106,12.581,0.094,1.33,2,48.6388335,8.9427378
5.6,-0.18,0.46,459.5,0.153,12.58,0.097,0.44,2,48.6388332,8.9427378
5.8,-0.21,0.46,459.5,0.005,12.581,0.1,0.88,2,48.6388332,8.9427375
5.9,-0.23,0.46,459.5,-0.085,12.58,0.099,0.67,2,48.6388332,8.9427372
6.0,-0.23,0.44,459.5,-0.111,12.581,0.1,0.8,2,48.638833,8.9427372
6.1,-0.24,0.43,459.5,-0.048,12.581,0.094,0.88,2,48.6388328,8.942737
6.2,-0.27,0.43,459.5,-0.069,12.582,0.099,0.88,2,48.6388328,8.9427367
6.3,-0.29,0.43,459.5,-0.185,12.582,0.101,1.48,2,48.6388328,8.9427363
6.4,-0.33,0.41,459.5,0.011,12.582,0.102,0.0,2,48.6388327,8.9427358
6.5,-0.33,0.41,459.5,0.037,12.581,0.1,1.41,2,48.6388327,8.9427358
6.6,-0.34,0.37,459.5,0.026,12.581,0.096,1.02,2,48.6388323,8.9427357
6.8,-0.36,0.32,459.4,0.037,12.579,0.097,1.4,2,48.6388318,8.9427355
6.9,-0.37,0.28,459.3,0.026,12.579,0.109,1.4,2,48.6388315,8.9427353
7.0,-0.36,0.24,459.3,0.008,12.58,0.106,0.8,2,48.6388312,8.9427355
7.1,-0.37,0.22,459.3,0.048,12.583,0.098,1.4,2,48.638831,8.9427353
7.2,-0.36,0.19,459.3,-0.116,12.583,0.099,0.67,2,48.6388307,8.9427355
7.4,-0.36,0.15,459.3,0.016,12.582,0.101,0.66,2,48.6388303,8.9427355
7.5,-0.36,0.13,459.3,0.111,12.581,0.1,1.34,2,48.6388302,8.9427355
7.6,-0.36,0.09,459.3,-0.1,12.58,0.106,0.8,2,48.6388298,8.9427355
7.8,-0.38,0.06,459.3,-0.106,12.58,0.106,0.67,2,48.6388295,8.9427352
7.9,-0.38,0.04,459.2,-0.069,12.581,0.098,1.4,2,48.6388293,8.9427352
8.0,-0.37,0.0,459.2,-0.122,12.581,0.094,1.6,2,48.638829,8.9427353
8.1,-0.34,-0.04,459.2,-0.016,12.582,0.091,1.2,2,48.6388287,8.9427357
8.3,-0.31,-0.09,459.2,-0.111,12.58,0.096,1.6,2,48.6388282,8.9427362
8.4,-0.28,-0.13,459.2,0.066,12.58,0.098,0.4,2,48.6388278,8.9427365
8.6,-0.27,-0.15,459.2,-0.011,12.581,0.102,0.4,2,48.6388277,8.9427367
8.8,-0.26,-0.17,459.2,0.0,12.58,0.106,0.67,2,48.6388275,8.9427368
8.9,-0.26,-0.19,459.2,0.0,12.581,0.106,0.4,2,48.6388273,8.9427368
9.1,-0.24,-0.2,459.2,-0.042,12.58,0.108,0.0,2,48.6388272,8.942737
