t,x,y,altGps,altBaro,voltage,current,speed,sats,lat,lon
0.0,0.0,0.0,458.4,1.871,12.6,-0.018,0.22,2,48.6388352,8.9427358
0.2,-0.01,0.0,458.5,1.815,12.597,0.347,0.44,2,48.6388352,8.9427357
0.3,0.0,0.0,458.5,0.082,12.596,0.396,0.8,2,48.6388352,8.9427358
0.4,-0.01,-0.02,458.5,-0.021,12.595,0.575,0.0,2,48.638835,8.9427357
0.5,-0.01,-0.02,458.5,0.026,12.597,0.422,0.44,2,48.638835,8.9427357
0.6,0.0,-0.02,458.5,0.111,12.597,0.392,0.22,2,48.638835,8.9427358
0.8,-0.01,-0.02,458.5,0.074,12.597,0.379,0.0,2,48.638835,8.9427357
0.9,-0.01,-0.02,458.5,0.095,12.597,0.378,0.0,2,48.638835,8.9427357
1.0,-0.01,-0.02,458.5,0.066,12.6,-0.023,0.0,2,48.638835,8.9427357
1.2,-0.01,-0.02,458.5,0.145,12.599,-0.019,0.44,2,48.638835,8.9427357
1.3,-0.02,-0.02,458.5,0.048,12.6,-0.026,0.0,2,48.638835,8.9427355
1.4,-0.02,-0.02,458.5,0.0,12.601,-0.027,0.44,2,48.638835,8.9427355
1.6,-0.05,-0.02,458.6,0.016,12.601,-0.022,0.44,2,48.638835,8.9427352
1.7,-0.06,-0.02,458.6,0.082,12.6,0.045,0.0,2,48.638835,8.942735
1.8,-0.06,-0.02,458.5,0.024,12.591,0.819,0.44,2,48.638835,8.942735
1.9,-0.07,-0.02,458.5,0.008,12.582,1.657,0.8,2,48.638835,8.9427348
2.0,-0.09,0.0,458.5,0.008,12.572,2.366,0.94,2,48.6388352,8.9427347
2.2,-0.13,0.02,458.5,-0.132,12.586,1.169,0.8,2,48.6388353,8.942734
2.3,-0.12,0.04,458.4,0.003,12.595,0.343,0.0,2,48.6388355,8.9427342
2.4,-0.12,0.04,458.5,0.048,12.6,-0.032,0.44,2,48.6388355,8.9427342
2.5,-0.13,0.04,458.5,-0.026,12.601,-0.034,0.67,2,48.6388355,8.942734
2.6,-0.13,0.06,458.4,0.055,12.601,-0.03,0.67,2,48.6388357,8.942734
2.7,-0.13,0.04,458.4,-0.016,12.601,-0.03,0.0,2,48.6388355,8.942734
2.8,-0.13,0.04,458.4,-0.016,12.601,-0.035,0.44,2,48.6388355,8.942734
2.9,-0.12,0.04,458.4,-0.074,12.601,-0.03,0.67,2,48.6388355,8.9427342
3.0,-0.12,0.02,458.4,-0.021,12.6,-0.025,0.4,2,48.6388353,8.9427342
3.2,-0.13,0.0,458.5,-0.063,12.6,-0.017,0.66,2,48.6388352,8.942734
3.3,-0.13,0.02,458.5,-0.09,12.6,-0.017,1.1,2,48.6388353,8.942734
3.4,-0.16,0.0,458.5,-0.106,12.6,-0.022,0.44,2,48.6388352,8.9427337
3.5,-0.17,0.0,458.5,0.04,12.6,-0.026,0.0,2,48.6388352,8.9427335
3.6,-0.17,0.0,458.5,0.034,12.449,-0.033,0.67,2,48.6388352,8.9427335
3.7,-0.17,-0.02,458.5,0.029,11.806,-0.043,0.0,2,48.638835,8.9427335
3.8,-0.17,-0.02,458.5,-0.021,11.451,-0.041,0.0,2,48.638835,8.9427335
3.9,-0.17,-0.02,458.5,0.029,11.602,-0.039,0.67,2,48.638835,8.9427335
4.0,-0.17,-0.04,458.5,-0.042,11.81,-0.035,0.55,2,48.6388348,8.9427335
4.2,-0.2,-0.06,458.5,-0.042,11.889,-0.033,0.0,2,48.6388347,8.9427332
4.3,-0.2,-0.06,458.5,-0.005,11.94,-0.037,0.44,2,48.6388347,8.9427332
4.4,-0.18,-0.06,458.5,0.018,12.006,-0.035,0.0,2,48.6388347,8.9427333
4.6,-0.18,-0.06,458.5,-0.005,12.055,-0.024,0.8,2,48.6388347,8.9427333
4.7,-0.17,-0.04,458.5,-0.069,12.532,-0.017,0.8,2,48.6388348,8.9427335
4.8,-0.18,-0.06,458.5,-0.058,12.598,-0.022,0.8,2,48.6388347,8.9427333
