t,x,y,altGps,altBaro,voltage,current,sats,lat,lon
0.0,0.0,0.0,459.0,1.62,12.564,0.005,2,48.638826,8.9427345
0.2,0.0,-0.02,459.0,-0.085,12.565,0.006,2,48.6388258,8.9427345
0.3,0.0,0.0,459.0,-0.111,12.566,0.003,2,48.638826,8.9427345
0.4,0.0,0.0,459.0,-0.069,12.568,-0.001,2,48.638826,8.9427345
0.5,-0.01,0.0,459.0,-0.005,12.567,-0.001,2,48.638826,8.9427343
0.6,-0.01,0.0,459.1,-0.026,12.567,0.003,2,48.638826,8.9427343
0.7,-0.01,0.0,459.1,-0.053,12.567,0.006,2,48.638826,8.9427343
0.9,-0.01,0.0,459.1,-0.159,12.566,0.007,2,48.638826,8.9427343
1.0,-0.01,0.0,459.1,0.011,12.566,0.008,2,48.638826,8.9427343
1.2,-0.01,-0.02,459.1,0.09,12.566,0.004,2,48.6388258,8.9427343
1.3,-0.01,-0.02,459.1,-0.021,12.566,0.001,2,48.6388258,8.9427343
1.4,-0.01,-0.02,459.1,0.003,12.566,0.0,2,48.6388258,8.9427343
1.6,-0.04,-0.04,459.1,-0.106,12.566,0.001,2,48.6388257,8.942734
1.7,-0.02,-0.04,459.1,-0.026,12.566,0.009,2,48.6388257,8.9427342
1.9,-0.04,-0.04,459.1,0.098,12.565,0.002,2,48.6388257,8.942734
2.1,-0.04,-0.04,459.1,0.026,12.566,0.004,2,48.6388257,8.942734
2.2,-0.04,-0.06,459.1,-0.069,12.566,0.01,2,48.6388255,8.942734
2.3,-0.05,-0.06,459.1,0.042,12.566,0.01,2,48.6388255,8.9427338
2.5,-0.05,-0.06,459.1,-0.095,12.564,0.007,2,48.6388255,8.9427338
2.7,-0.05,-0.07,459.1,-0.069,12.565,0.001,2,48.6388253,8.9427338
2.9,-0.05,-0.09,459.1,0.026,12.564,0.012,2,48.6388252,8.9427338
3.0,-0.05,-0.11,459.1,0.005,12.565,0.021,2,48.638825,8.9427338
3.1,-0.05,-0.11,459.1,-0.016,12.565,0.034,2,48.638825,8.9427338
3.2,-0.05,-0.11,459.1,0.008,12.566,0.031,2,48.638825,8.9427338
3.3,-0.04,-0.11,459.1,-0.1,12.566,0.023,2,48.638825,8.942734
3.4,-0.04,-0.11,459.1,-0.032,12.567,0.014,2,48.638825,8.942734
3.5,-0.04,-0.11,459.1,0.005,12.567,0.008,2,48.638825,8.942734
3.6,-0.04,-0.11,459.1,0.0,12.566,0.009,2,48.638825,8.942734
3.7,-0.04,-0.11,459.1,-0.005,12.566,0.007,2,48.638825,8.942734
3.7,-0.04,-0.11,459.1,-0.037,12.566,0.008,2,48.638825,8.942734
3.9,-0.04,-0.13,459.1,-0.011,12.566,0.004,2,48.6388248,8.942734
4.0,-0.04,-0.13,459.1,0.05,12.567,0.006,2,48.6388248,8.942734
4.1,-0.04,-0.13,459.1,-0.085,12.567,0.007,2,48.6388248,8.942734
4.2,-0.04,-0.13,459.1,-0.005,12.566,0.007,2,48.6388248,8.942734
4.3,-0.04,-0.13,459.1,0.013,12.566,0.004,2,48.6388248,8.942734
4.5,-0.04,-0.11,459.1,-0.016,12.566,0.004,2,48.638825,8.942734
4.7,-0.04,-0.13,459.1,-0.026,12.564,0.06,2,48.6388248,8.942734
4.9,-0.05,-0.15,459.1,0.04,12.565,0.03,2,48.6388247,8.9427338
5.1,-0.05,-0.15,459.1,0.079,12.566,0.005,2,48.6388247,8.9427338
5.3,-0.05,-0.17,459.1,-0.048,12.565,0.006,2,48.6388245,8.9427338
5.5,-0.06,-0.17,459.1,0.005,12.566,0.014,2,48.6388245,8.9427337
5.7,-0.06,-0.19,459.1,0.005,12.565,0.01,2,48.6388243,8.9427337
5.9,-0.06,-0.17,459.1,-0.069,12.565,0.017,2,48.6388245,8.9427337
6.1,-0.07,-0.19,459.0,-0.042,12.565,0.019,2,48.6388243,8.9427335
6.3,-0.07,-0.19,459.0,-0.037,12.565,0.014,2,48.6388243,8.9427335
6.5,-0.09,-0.2,459.1,-0.011,12.564,0.012,2,48.6388242,8.9427333
6.7,-0.09,-0.22,459.1,-0.058,12.564,0.012,2,48.638824,8.9427333
6.9,-0.09,-0.22,459.0,0.0,12.565,0.007,2,48.638824,8.9427333
7.1,-0.09,-0.22,459.0,0.011,12.565,0.006,2,48.638824,8.9427333
7.3,-0.09,-0.22,459.0,-0.058,12.564,0.011,2,48.638824,8.9427333
7.5,-0.1,-0.22,459.0,0.079,12.565,0.006,2,48.638824,8.9427332
7.7,-0.1,-0.24,459.0,-0.074,12.565,0.003,2,48.6388238,8.9427332
7.9,-0.1,-0.24,459.0,-0.185,12.565,0.006,2,48.6388238,8.9427332
8.1,-0.1,-0.26,459.0,-0.143,12.566,0.02,2,48.6388237,8.9427332
8.2,-0.1,-0.24,459.0,-0.016,12.566,0.017,2,48.6388238,8.9427332
8.3,-0.1,-0.24,459.0,-0.053,12.565,0.022,2,48.6388238,8.9427332
8.4,-0.1,-0.24,459.0,-0.122,12.565,0.015,2,48.6388238,8.9427332
8.5,-0.1,-0.26,459.0,-0.011,12.565,0.013,2,48.6388237,8.9427332
8.6,-0.1,-0.26,458.9,-0.111,12.566,0.005,2,48.6388237,8.9427332
8.7,-0.11,-0.26,458.9,-0.148,12.566,0.005,2,48.6388237,8.942733
9.0,-0.13,-0.26,458.9,0.048,12.565,0.012,2,48.6388237,8.9427327
9.2,-0.13,-0.28,458.9,-0.09,12.565,0.013,2,48.6388235,8.9427327
9.4,-0.13,-0.32,458.9,-0.032,12.565,0.01,2,48.6388232,8.9427327
9.6,-0.15,-0.33,458.9,-0.127,12.565,0.018,2,48.638823,8.9427325
9.7,-0.15,-0.33,458.9,-0.011,12.565,0.021,2,48.638823,8.9427325
10.0,-0.15,-0.35,458.9,0.003,12.565,0.016,2,48.6388228,8.9427325
10.2,-0.16,-0.37,458.9,-0.042,12.565,0.016,2,48.6388227,8.9427323
10.4,-0.16,-0.39,458.9,0.005,12.565,0.016,2,48.6388225,8.9427323
10.6,-0.16,-0.39,458.9,-0.095,12.565,0.006,2,48.6388225,8.9427323
10.8,-0.16,-0.41,458.9,0.042,12.564,0.017,2,48.6388223,8.9427323
11.0,-0.15,-0.43,458.9,0.053,12.565,0.013,2,48.6388222,8.9427325
11.2,-0.15,-0.44,458.9,-0.159,12.565,0.007,2,48.638822,8.9427325
11.4,-0.15,-0.46,458.9,-0.021,12.565,0.007,2,48.6388218,8.9427325
11.6,-0.15,-0.48,458.9,0.016,12.565,0.02,2,48.6388217,8.9427325
11.8,-0.15,-0.48,458.9,0.003,12.565,0.014,2,48.6388217,8.9427325
12.1,-0.16,-0.5,458.9,0.048,12.566,0.011,2,48.6388215,8.9427323
12.3,-0.16,-0.5,458.9,0.061,12.564,0.006,2,48.6388215,8.9427323
12.5,-0.16,-0.52,458.9,0.016,12.565,0.004,2,48.6388213,8.9427323
12.7,-0.15,-0.54,458.9,-0.048,12.565,0.007,2,48.6388212,8.9427325
12.9,-0.13,-0.56,458.9,-0.042,12.565,0.012,2,48.638821,8.9427327
13.1,-0.12,-0.56,458.9,0.106,12.564,0.012,2,48.638821,8.9427328
13.3,-0.12,-0.54,458.9,0.09,12.565,0.019,2,48.6388212,8.9427328
13.5,-0.12,-0.54,458.9,0.048,12.564,0.012,2,48.6388212,8.9427328
13.7,-0.11,-0.54,458.9,0.098,12.565,0.012,2,48.6388212,8.942733
14.0,-0.12,-0.54,458.9,0.092,12.565,0.006,2,48.6388212,8.9427328
14.2,-0.11,-0.56,458.9,0.085,12.565,0.006,2,48.638821,8.942733
14.3,-0.11,-0.56,458.9,0.071,12.566,0.011,2,48.638821,8.942733
14.5,-0.1,-0.54,458.9,0.082,12.566,0.017,2,48.6388212,8.9427332
14.6,-0.1,-0.56,458.9,0.005,12.565,0.018,2,48.638821,8.9427332
14.7,-0.09,-0.56,458.9,0.111,12.565,0.016,2,48.638821,8.9427333
14.9,-0.09,-0.56,458.9,0.087,12.565,0.012,2,48.638821,8.9427333
15.1,-0.07,-0.56,458.9,-0.09,12.564,0.012,2,48.638821,8.9427335
15.2,-0.07,-0.56,458.9,-0.053,12.565,0.003,2,48.638821,8.9427335
15.3,-0.07,-0.56,458.9,0.037,12.565,0.004,2,48.638821,8.9427335
15.4,-0.06,-0.56,458.9,0.013,12.566,0.006,2,48.638821,8.9427337
15.5,-0.05,-0.56,458.9,-0.037,12.566,0.006,2,48.638821,8.9427338
15.6,-0.05,-0.56,458.9,-0.111,12.566,0.009,2,48.638821,8.9427338
15.7,-0.05,-0.57,458.9,-0.037,12.566,0.005,2,48.6388208,8.9427338
15.9,-0.04,-0.57,458.9,-0.122,12.566,0.009,2,48.6388208,8.942734
16.1,-0.04,-0.59,459.0,0.082,12.565,0.017,2,48.6388207,8.942734
16.3,-0.04,-0.59,459.0,0.053,12.565,0.009,2,48.6388207,8.942734
16.5,-0.04,-0.61,459.0,-0.032,12.564,0.008,2,48.6388205,8.942734
16.6,-0.04,-0.61,459.0,-0.085,12.565,0.01,2,48.6388205,8.942734
16.8,-0.02,-0.61,459.0,-0.011,12.564,0.015,2,48.6388205,8.9427342
17.0,-0.02,-0.63,459.0,0.026,12.565,0.012,2,48.6388203,8.9427342
17.2,-0.02,-0.63,459.0,-0.011,12.566,0.011,2,48.6388203,8.9427342
17.4,-0.02,-0.65,459.1,-0.085,12.564,0.011,2,48.6388202,8.9427342
17.5,-0.01,-0.65,459.1,-0.159,12.564,0.01,2,48.6388202,8.9427343
17.7,-0.01,-0.67,459.1,-0.153,12.565,0.007,2,48.63882,8.9427343
18.0,-0.01,-0.67,459.1,0.1,12.565,0.013,2,48.63882,8.9427343
18.2,-0.01,-0.67,459.1,0.008,12.565,0.013,2,48.63882,8.9427343
18.4,-0.01,-0.69,459.1,-0.021,12.565,0.011,2,48.6388198,8.9427343
18.6,-0.01,-0.69,459.1,-0.053,12.565,0.016,2,48.6388198,8.9427343
18.8,-0.01,-0.7,459.2,-0.069,12.565,0.013,2,48.6388197,8.9427343
19.0,-0.01,-0.7,459.2,-0.137,12.566,0.009,2,48.6388197,8.9427343
19.2,-0.01,-0.72,459.2,-0.132,12.565,0.01,2,48.6388195,8.9427343
19.4,-0.01,-0.72,459.2,-0.09,12.565,0.013,2,48.6388195,8.9427343
19.5,-0.01,-0.72,459.2,-0.042,12.565,0.014,2,48.6388195,8.9427343
19.7,-0.01,-0.72,459.2,-0.085,12.565,0.019,2,48.6388195,8.9427343
19.9,0.0,-0.72,459.2,-0.005,12.565,0.012,2,48.6388195,8.9427345
20.1,0.0,-0.72,459.2,-0.032,12.565,0.009,2,48.6388195,8.9427345
20.3,0.0,-0.74,459.3,0.037,12.565,0.006,2,48.6388193,8.9427345
20.5,0.0,-0.74,459.3,0.071,12.566,0.011,2,48.6388193,8.9427345
20.7,0.0,-0.76,459.3,-0.074,12.564,0.008,2,48.6388192,8.9427345
20.9,0.0,-0.76,459.3,-0.048,12.566,0.012,2,48.6388192,8.9427345
21.1,0.0,-0.78,459.3,0.021,12.565,0.012,2,48.638819,8.9427345
21.3,0.0,-0.78,459.3,-0.063,12.565,0.013,2,48.638819,8.9427345
21.5,0.01,-0.8,459.3,0.024,12.565,0.016,2,48.6388188,8.9427347
21.7,0.01,-0.82,459.3,-0.011,12.565,0.01,2,48.6388187,8.9427347
21.9,0.01,-0.82,459.3,-0.095,12.564,0.003,2,48.6388187,8.9427347
22.1,0.01,-0.82,459.4,-0.074,12.565,0.003,2,48.6388187,8.9427347
22.3,0.01,-0.83,459.4,-0.021,12.565,0.006,2,48.6388185,8.9427347
22.5,0.01,-0.85,459.4,-0.1,12.565,0.019,2,48.6388183,8.9427347
22.7,0.01,-0.85,459.4,-0.032,12.564,0.013,2,48.6388183,8.9427347
23.0,0.01,-0.87,459.4,-0.111,12.564,0.014,2,48.6388182,8.9427347
23.2,0.01,-0.89,459.4,-0.127,12.565,0.013,2,48.638818,8.9427347
23.3,0.01,-0.89,459.4,0.04,12.565,0.01,2,48.638818,8.9427347
23.4,0.01,-0.89,459.4,-0.016,12.565,0.013,2,48.638818,8.9427347
23.5,0.02,-0.89,459.4,-0.037,12.566,0.004,2,48.638818,8.9427348
23.6,0.02,-0.89,459.4,-0.1,12.566,0.005,2,48.638818,8.9427348
