t,x,y,altGps,altBaro,voltage,current,speed,sats,lat,lon
0.0,0.0,0.0,460.3,3.876,12.531,0.028,1.11,2,48.638838,8.9427305
0.1,0.02,0.02,460.3,3.805,12.532,0.033,0.0,2,48.6388382,8.9427308
0.2,0.02,0.02,460.3,0.058,12.532,0.031,0.44,2,48.6388382,8.9427308
0.3,0.04,0.02,460.3,0.029,12.533,0.029,0.0,2,48.6388382,8.942731
0.4,0.04,0.02,460.3,0.024,12.532,0.028,0.0,2,48.6388382,8.942731
0.5,0.04,0.02,460.3,0.119,12.532,0.03,0.4,2,48.6388382,8.942731
0.7,0.05,0.0,460.3,0.103,12.531,0.026,0.44,2,48.638838,8.9427312
0.8,0.06,0.0,460.3,0.211,12.531,0.027,0.8,2,48.638838,8.9427313
0.9,0.05,0.02,460.3,0.003,12.532,0.028,0.0,2,48.6388382,8.9427312
1.0,0.05,0.02,460.3,0.024,12.532,0.029,0.44,2,48.6388382,8.9427312
1.1,0.04,0.02,460.3,0.071,12.532,0.027,0.44,2,48.6388382,8.942731
1.2,0.05,0.02,460.3,-0.011,12.532,0.027,0.0,2,48.6388382,8.9427312
1.3,0.05,0.02,460.3,0.042,12.532,0.027,0.0,2,48.6388382,8.9427312
1.4,0.05,0.02,460.3,-0.037,12.532,0.027,0.44,2,48.6388382,8.9427312
1.5,0.04,0.02,460.3,0.122,12.532,0.026,0.22,2,48.6388382,8.942731
1.7,0.02,0.02,460.3,0.034,12.532,0.031,0.44,2,48.6388382,8.9427308
1.8,0.04,0.02,460.3,-0.042,12.532,0.031,0.44,2,48.6388382,8.942731
1.9,0.05,0.02,460.3,0.04,12.532,0.028,0.0,2,48.6388382,8.9427312
2.0,0.05,0.02,460.3,-0.005,12.532,0.023,0.0,2,48.6388382,8.9427312
2.1,0.05,0.02,460.3,-0.069,12.531,0.022,0.0,2,48.6388382,8.9427312
2.2,0.05,0.02,460.3,-0.058,12.531,0.022,0.8,2,48.6388382,8.9427312
2.3,0.06,0.0,460.3,0.127,12.531,0.023,0.67,2,48.638838,8.9427313
2.4,0.06,0.02,460.3,-0.011,12.531,0.022,0.44,2,48.6388382,8.9427313
2.5,0.05,0.02,460.3,-0.011,12.531,0.028,0.44,2,48.6388382,8.9427312
2.6,0.06,0.02,460.3,-0.058,12.531,0.033,0.0,2,48.6388382,8.9427313
2.7,0.06,0.02,460.3,-0.201,12.531,0.032,0.0,2,48.6388382,8.9427313
2.8,0.06,0.02,460.3,-0.079,12.533,0.033,0.0,2,48.6388382,8.9427313
2.9,0.06,0.02,460.3,-0.09,12.533,0.032,0.44,2,48.6388382,8.9427313
3.0,0.05,0.02,460.3,-0.074,12.533,0.032,0.0,2,48.6388382,8.9427312
3.1,0.05,0.02,460.3,-0.148,12.531,0.033,0.0,2,48.6388382,8.9427312
3.2,0.05,0.02,460.3,-0.143,12.531,0.033,0.44,2,48.6388382,8.9427312
3.3,0.04,0.02,460.3,-0.143,12.531,0.037,0.44,2,48.6388382,8.942731
3.4,0.05,0.02,460.3,-0.127,12.532,0.035,0.66,2,48.6388382,8.9427312
3.5,0.05,0.04,460.3,-0.122,12.531,0.036,0.33,2,48.6388383,8.9427312
3.7,0.05,0.06,460.3,-0.127,12.531,0.04,1.48,2,48.6388385,8.9427312
3.8,0.01,0.07,460.3,0.063,12.53,0.052,0.8,2,48.6388387,8.9427307
3.9,0.02,0.06,460.4,-0.032,12.531,0.054,0.8,2,48.6388385,8.9427308
4.0,0.01,0.07,460.4,-0.106,12.531,0.055,0.0,2,48.6388387,8.9427307
4.1,0.01,0.07,460.4,-0.238,12.531,0.051,0.0,2,48.6388387,8.9427307
4.2,0.01,0.07,460.4,-0.196,12.531,0.047,0.0,2,48.6388387,8.9427307
4.3,0.01,0.07,460.4,-0.058,12.531,0.047,0.44,2,48.6388387,8.9427307
4.4,0.02,0.07,460.4,-0.048,12.53,0.046,0.44,2,48.6388387,8.9427308
4.5,0.01,0.07,460.4,-0.069,12.531,0.051,0.0,2,48.6388387,8.9427307
4.7,0.01,0.07,460.4,-0.085,12.532,0.053,0.0,2,48.6388387,8.9427307
4.8,0.01,0.07,460.4,-0.095,12.532,0.049,0.8,2,48.6388387,8.9427307
4.9,0.02,0.09,460.4,-0.1,12.532,0.05,0.44,2,48.6388388,8.9427308
5.0,0.01,0.09,460.4,-0.174,12.532,0.048,0.44,2,48.6388388,8.9427307
5.1,0.0,0.09,460.4,-0.164,12.532,0.047,0.0,2,48.6388388,8.9427305
5.2,0.0,0.09,460.4,-0.153,12.532,0.051,0.0,2,48.6388388,8.9427305
5.3,0.0,0.09,460.4,-0.18,12.531,0.058,0.67,2,48.6388388,8.9427305
5.4,0.0,0.11,460.4,-0.159,12.531,0.058,0.67,2,48.638839,8.9427305
5.5,0.0,0.09,460.4,-0.069,12.531,0.051,0.0,2,48.6388388,8.9427305
5.7,0.0,0.09,460.4,-0.053,12.531,0.051,0.8,2,48.6388388,8.9427305
5.8,0.01,0.11,460.4,-0.18,12.531,0.054,0.67,2,48.638839,8.9427307
5.9,0.01,0.09,460.4,-0.037,12.531,0.055,0.0,2,48.6388388,8.9427307
6.0,0.01,0.09,460.4,-0.159,12.531,0.043,0.0,2,48.6388388,8.9427307
6.1,0.01,0.09,460.4,-0.063,12.532,0.044,0.8,2,48.6388388,8.9427307
6.2,0.0,0.11,460.3,-0.127,12.532,0.045,0.0,2,48.638839,8.9427305
6.3,0.0,0.11,460.4,-0.026,12.532,0.054,0.0,2,48.638839,8.9427305
6.3,0.0,0.11,460.4,-0.063,12.532,0.048,0.67,2,48.638839,8.9427305
6.4,0.0,0.09,460.4,-0.037,12.532,0.051,0.67,2,48.6388388,8.9427305
6.5,0.0,0.11,460.4,-0.063,12.533,0.056,1.29,2,48.638839,8.9427305
6.7,-0.06,0.15,460.4,-0.011,12.532,0.06,0.44,2,48.6388393,8.9427297
6.8,-0.07,0.15,460.3,-0.132,12.532,0.057,0.44,2,48.6388393,8.9427295
6.9,-0.09,0.15,460.3,-0.09,12.531,0.049,0.44,2,48.6388393,8.9427293
7.0,-0.1,0.15,460.4,-0.032,12.531,0.045,0.44,2,48.6388393,8.9427292
7.1,-0.09,0.15,460.4,0.013,12.531,0.049,0.44,2,48.6388393,8.9427293
7.2,-0.1,0.15,460.3,-0.069,12.531,0.053,0.66,2,48.6388393,8.9427292
7.3,-0.1,0.13,460.4,-0.143,12.531,0.054,0.8,2,48.6388392,8.9427292
7.4,-0.09,0.15,460.4,-0.074,12.532,0.049,0.22,2,48.6388393,8.9427293
7.6,-0.1,0.15,460.4,-0.074,12.532,0.048,0.55,2,48.6388393,8.9427292
7.8,-0.07,0.13,460.4,-0.095,12.532,0.046,0.55,2,48.6388392,8.9427295
8.0,-0.05,0.11,460.5,-0.1,12.532,0.044,0.55,2,48.638839,8.9427298
8.2,-0.02,0.09,460.5,-0.069,12.533,0.053,0.8,2,48.6388388,8.9427302
8.3,-0.01,0.07,460.5,-0.074,12.532,0.059,0.44,2,48.6388387,8.9427303
8.4,0.0,0.07,460.6,-0.074,12.532,0.057,0.33,2,48.6388387,8.9427305
8.6,0.0,0.06,460.5,0.008,12.532,0.055,0.4,2,48.6388385,8.9427305
8.8,0.01,0.04,460.6,-0.042,12.531,0.056,0.8,2,48.6388383,8.9427307
8.9,0.02,0.02,460.6,-0.079,12.532,0.06,0.44,2,48.6388382,8.9427308
9.0,0.04,0.02,460.7,-0.042,12.532,0.058,0.67,2,48.6388382,8.942731
9.1,0.04,0.0,460.7,-0.085,12.532,0.059,0.4,2,48.638838,8.942731
9.3,0.05,-0.02,460.7,-0.063,12.53,0.068,0.4,2,48.6388378,8.9427312
9.5,0.06,-0.04,460.7,-0.116,12.531,0.062,0.55,2,48.6388377,8.9427313
