t,x,y,altGps,altBaro,voltage,current,speed,sats,lat,lon
0.0,0.0,0.0,457.7,0.41,12.568,0.065,0.0,2,48.6388308,8.9427377
0.1,0.0,0.0,457.7,0.391,12.569,0.061,0.0,2,48.6388308,8.9427377
0.2,0.0,0.0,457.7,0.04,12.569,0.06,0.44,2,48.6388308,8.9427377
0.3,0.01,0.0,457.7,-0.058,12.569,0.056,0.4,2,48.6388308,8.9427378
0.5,0.02,0.02,457.7,-0.196,12.569,0.06,0.0,2,48.638831,8.942738
0.6,0.02,0.02,457.7,-0.153,12.569,0.068,0.44,2,48.638831,8.942738
0.7,0.01,0.02,457.7,-0.143,12.568,0.087,0.4,2,48.638831,8.9427378
0.9,0.02,0.04,457.7,-0.132,12.565,0.202,0.0,2,48.6388312,8.942738
1.1,0.02,0.04,457.7,0.003,12.565,0.208,0.0,2,48.6388312,8.942738
1.2,0.02,0.04,457.7,-0.127,12.567,0.116,0.22,2,48.6388312,8.942738
1.4,0.01,0.04,457.7,0.018,12.568,0.105,0.0,2,48.6388312,8.9427378
1.6,0.01,0.04,457.7,0.129,12.561,0.454,0.44,2,48.6388312,8.9427378
1.7,0.0,0.04,457.7,0.066,12.564,0.351,0.22,2,48.6388312,8.9427377
1.9,-0.01,0.04,457.7,0.132,12.569,0.061,0.22,2,48.6388312,8.9427375
2.1,-0.02,0.04,457.7,0.108,12.568,0.118,0.22,2,48.6388312,8.9427373
2.3,-0.04,0.04,457.7,0.071,12.564,0.332,0.4,2,48.6388312,8.9427372
2.5,-0.05,0.06,457.7,-0.032,12.566,0.197,0.44,2,48.6388313,8.942737
2.6,-0.06,0.06,457.8,0.011,12.563,0.286,0.0,2,48.6388313,8.9427368
2.8,-0.06,0.06,457.8,0.029,12.563,0.276,0.22,2,48.6388313,8.9427368
3.0,-0.07,0.06,457.8,-0.053,12.564,0.359,0.44,2,48.6388313,8.9427367
3.1,-0.09,0.06,457.8,0.008,12.562,0.492,0.0,2,48.6388313,8.9427365
3.3,-0.09,0.06,457.8,-0.005,12.558,0.523,0.44,2,48.6388313,8.9427365
3.4,-0.1,0.06,457.8,-0.016,12.557,0.568,0.0,2,48.6388313,8.9427363
3.5,-0.1,0.06,457.8,-0.069,12.559,0.41,0.0,2,48.6388313,8.9427363
3.6,-0.1,0.06,457.8,0.082,12.563,0.281,0.0,2,48.6388313,8.9427363
3.8,-0.1,0.06,457.8,0.048,12.567,0.06,0.4,2,48.6388313,8.9427363
4.0,-0.11,0.07,457.8,-0.053,12.567,0.057,0.0,2,48.6388315,8.9427362
4.1,-0.11,0.07,457.8,-0.016,12.568,0.064,0.22,2,48.6388315,8.9427362
4.3,-0.12,0.07,457.8,-0.058,12.567,0.074,0.22,2,48.6388315,8.942736
4.5,-0.13,0.07,457.8,0.013,12.567,0.071,0.8,2,48.6388315,8.9427358
4.6,-0.15,0.09,457.8,0.003,12.567,0.057,0.22,2,48.6388317,8.9427357
4.8,-0.16,0.09,457.8,-0.016,12.567,0.066,0.22,2,48.6388317,8.9427355
5.0,-0.17,0.09,457.8,-0.032,12.567,0.063,0.44,2,48.6388317,8.9427353
5.1,-0.18,0.09,457.8,-0.164,12.568,0.063,0.4,2,48.6388317,8.9427352
5.3,-0.2,0.11,457.8,-0.053,12.568,0.065,0.44,2,48.6388318,8.942735
5.4,-0.21,0.11,457.8,-0.079,12.568,0.068,0.67,2,48.6388318,8.9427348
5.5,-0.21,0.13,457.9,-0.053,12.568,0.069,0.22,2,48.638832,8.9427348
5.7,-0.22,0.13,457.9,-0.1,12.568,0.065,0.22,2,48.638832,8.9427347
5.9,-0.23,0.13,457.9,-0.048,12.568,0.06,0.8,2,48.638832,8.9427345
6.0,-0.24,0.15,457.9,-0.09,12.568,0.057,0.22,2,48.6388322,8.9427343
6.2,-0.26,0.15,457.9,-0.111,12.568,0.055,0.55,2,48.6388322,8.9427342
6.4,-0.28,0.17,457.9,-0.122,12.567,0.065,0.67,2,48.6388323,8.9427338
6.5,-0.28,0.19,457.9,-0.032,12.567,0.069,0.22,2,48.6388325,8.9427338
