t,x,y,altGps,altBaro,voltage,current,sats,lat,lon
0.0,0.0,0.0,461.1,3.792,12.572,0.469,2,48.6388423,8.942739
0.1,-0.01,-0.02,461.1,3.884,12.576,0.301,2,48.6388422,8.9427388
0.2,0.0,-0.02,461.1,0.087,12.579,0.108,2,48.6388422,8.942739
0.3,-0.01,0.0,461.1,0.005,12.581,0.079,2,48.6388423,8.9427388
0.4,0.0,0.0,461.1,0.037,12.582,0.071,2,48.6388423,8.942739
0.5,-0.01,-0.02,461.1,0.016,12.582,0.071,2,48.6388422,8.9427388
0.6,-0.01,-0.02,461.1,-0.021,12.581,0.066,2,48.6388422,8.9427388
0.7,-0.01,-0.02,461.1,-0.032,12.582,0.071,2,48.6388422,8.9427388
0.8,-0.02,0.0,461.1,-0.032,12.582,0.071,2,48.6388423,8.9427387
0.9,-0.02,-0.02,461.1,-0.111,12.582,0.072,2,48.6388422,8.9427387
1.0,-0.01,-0.02,461.1,-0.026,12.582,0.079,2,48.6388422,8.9427388
1.1,-0.02,-0.02,461.1,0.037,12.582,0.074,2,48.6388422,8.9427387
1.2,-0.02,-0.02,461.1,-0.016,12.582,0.072,2,48.6388422,8.9427387
1.3,-0.02,-0.02,461.1,-0.174,12.582,0.066,2,48.6388422,8.9427387
1.4,-0.04,-0.02,461.1,-0.042,12.582,0.071,2,48.6388422,8.9427385
1.5,-0.04,-0.02,461.1,0.048,12.582,0.073,2,48.6388422,8.9427385
1.6,-0.04,0.0,461.0,-0.032,12.581,0.068,2,48.6388423,8.9427385
1.8,-0.05,0.0,461.0,0.024,12.581,0.067,2,48.6388423,8.9427383
1.9,-0.05,0.0,461.0,0.092,12.582,0.067,2,48.6388423,8.9427383
2.0,-0.06,0.02,461.0,-0.011,12.582,0.069,2,48.6388425,8.9427382
2.1,-0.06,0.02,461.0,0.053,12.581,0.072,2,48.6388425,8.9427382
2.2,-0.06,0.02,461.0,-0.037,12.581,0.074,2,48.6388425,8.9427382
2.3,-0.06,0.02,461.0,-0.063,12.581,0.073,2,48.6388425,8.9427382
2.4,-0.05,0.02,461.0,0.058,12.582,0.073,2,48.6388425,8.9427383
2.5,-0.07,0.02,461.0,0.032,12.582,0.071,2,48.6388425,8.942738
2.6,-0.09,0.02,460.9,-0.037,12.582,0.066,2,48.6388425,8.9427378
2.8,-0.11,0.04,460.9,-0.037,12.581,0.069,2,48.6388427,8.9427375
2.9,-0.11,0.04,460.9,-0.021,12.581,0.067,2,48.6388427,8.9427375
3.0,-0.11,0.06,460.9,0.058,12.582,0.067,2,48.6388428,8.9427375
3.1,-0.11,0.07,460.9,-0.016,12.581,0.067,2,48.638843,8.9427375
3.2,-0.1,0.06,460.9,0.092,12.582,0.069,2,48.6388428,8.9427377
3.3,-0.1,0.07,460.9,0.013,12.582,0.067,2,48.638843,8.9427377
3.4,-0.11,0.07,460.8,0.079,12.582,0.068,2,48.638843,8.9427375
3.5,-0.11,0.07,460.9,0.106,12.581,0.063,2,48.638843,8.9427375
3.6,-0.12,0.07,460.9,0.029,12.581,0.065,2,48.638843,8.9427373
3.8,-0.12,0.09,460.8,-0.011,12.581,0.069,2,48.6388432,8.9427373
3.9,-0.12,0.07,460.8,0.037,12.581,0.073,2,48.638843,8.9427373
4.0,-0.11,0.07,460.8,-0.079,12.582,0.07,2,48.638843,8.9427375
4.1,-0.11,0.07,460.8,-0.016,12.582,0.064,2,48.638843,8.9427375
4.2,-0.11,0.07,460.8,0.026,12.582,0.063,2,48.638843,8.9427375
4.3,-0.11,0.09,460.8,0.082,12.581,0.062,2,48.6388432,8.9427375
4.4,-0.12,0.07,460.8,0.164,12.581,0.062,2,48.638843,8.9427373
4.5,-0.13,0.11,460.8,0.122,12.582,0.064,2,48.6388433,8.9427372
4.6,-0.13,0.11,460.8,0.14,12.582,0.067,2,48.6388433,8.9427372
4.8,-0.13,0.11,460.8,0.116,12.581,0.078,2,48.6388433,8.9427372
4.9,-0.15,0.11,460.8,0.048,12.58,0.078,2,48.6388433,8.942737
5.0,-0.16,0.11,460.7,0.055,12.581,0.072,2,48.6388433,8.9427368
5.1,-0.16,0.13,460.7,-0.032,12.581,0.071,2,48.6388435,8.9427368
5.2,-0.16,0.13,460.7,0.132,12.582,0.071,2,48.6388435,8.9427368
5.3,-0.17,0.13,460.7,0.048,12.581,0.076,2,48.6388435,8.9427367
5.4,-0.17,0.13,460.7,0.048,12.581,0.076,2,48.6388435,8.9427367
5.5,-0.17,0.13,460.7,0.092,12.581,0.073,2,48.6388435,8.9427367
5.6,-0.16,0.13,460.7,-0.053,12.581,0.072,2,48.6388435,8.9427368
5.8,-0.15,0.15,460.7,0.169,12.581,0.077,2,48.6388437,8.942737
5.9,-0.16,0.15,460.7,0.222,12.582,0.075,2,48.6388437,8.9427368
6.0,-0.16,0.17,460.7,0.114,12.581,0.071,2,48.6388438,8.9427368
6.1,-0.16,0.17,460.7,0.243,12.581,0.067,2,48.6388438,8.9427368
6.2,-0.16,0.17,460.7,0.082,12.582,0.067,2,48.6388438,8.9427368
6.3,-0.16,0.17,460.7,0.14,12.582,0.073,2,48.6388438,8.9427368
6.4,-0.17,0.19,460.7,0.092,12.582,0.077,2,48.638844,8.9427367
6.5,-0.18,0.19,460.6,-0.032,12.582,0.075,2,48.638844,8.9427365
6.6,-0.18,0.19,460.6,0.172,12.582,0.07,2,48.638844,8.9427365
6.8,-0.2,0.2,460.6,0.148,12.582,0.066,2,48.6388442,8.9427363
6.9,-0.21,0.22,460.6,0.135,12.581,0.073,2,48.6388443,8.9427362
7.0,-0.21,0.22,460.6,0.005,12.581,0.065,2,48.6388443,8.9427362
7.1,-0.22,0.24,460.6,0.159,12.581,0.073,2,48.6388445,8.942736
7.2,-0.22,0.24,460.6,0.09,12.581,0.073,2,48.6388445,8.942736
7.3,-0.23,0.26,460.6,0.048,12.582,0.076,2,48.6388447,8.9427358
7.4,-0.23,0.28,460.6,0.074,12.582,0.074,2,48.6388448,8.9427358
7.5,-0.24,0.28,460.6,0.016,12.582,0.072,2,48.6388448,8.9427357
7.6,-0.26,0.28,460.6,0.148,12.582,0.074,2,48.6388448,8.9427355
7.7,-0.26,0.3,460.6,0.14,12.582,0.072,2,48.638845,8.9427355
7.8,-0.27,0.3,460.6,-0.005,12.582,0.075,2,48.638845,8.9427353
7.9,-0.28,0.32,460.5,-0.09,12.582,0.075,2,48.6388452,8.9427352
8.0,-0.29,0.32,460.5,-0.037,12.582,0.077,2,48.6388452,8.942735
8.1,-0.29,0.33,460.5,0.032,12.582,0.069,2,48.6388453,8.942735
8.2,-0.31,0.33,460.5,0.172,12.582,0.069,2,48.6388453,8.9427348
8.3,-0.32,0.33,460.5,0.169,12.581,0.068,2,48.6388453,8.9427347
8.4,-0.32,0.35,460.5,0.116,12.582,0.069,2,48.6388455,8.9427347
8.5,-0.33,0.35,460.5,0.021,12.582,0.068,2,48.6388455,8.9427345
8.6,-0.34,0.35,460.5,0.053,12.582,0.073,2,48.6388455,8.9427343
8.8,-0.36,0.37,460.5,0.127,12.581,0.075,2,48.6388457,8.9427342
8.9,-0.36,0.37,460.5,0.169,12.581,0.076,2,48.6388457,8.9427342
9.0,-0.37,0.37,460.5,0.122,12.581,0.075,2,48.6388457,8.942734
9.1,-0.38,0.39,460.5,0.188,12.582,0.073,2,48.6388458,8.9427338
9.2,-0.38,0.39,460.5,0.164,12.582,0.078,2,48.6388458,8.9427338
9.3,-0.4,0.41,460.5,0.153,12.582,0.073,2,48.638846,8.9427335
9.4,-0.4,0.41,460.5,0.048,12.582,0.07,2,48.638846,8.9427335
9.5,-0.42,0.41,460.5,0.048,12.581,0.065,2,48.638846,8.9427333
9.6,-0.43,0.39,460.4,0.058,12.582,0.069,2,48.6388458,8.9427332
9.7,-0.44,0.39,460.5,0.095,12.582,0.069,2,48.6388458,8.942733
9.8,-0.45,0.41,460.5,-0.032,12.581,0.072,2,48.638846,8.9427328
9.9,-0.47,0.41,460.5,0.132,12.581,0.071,2,48.638846,8.9427327
10.0,-0.48,0.43,460.5,0.063,12.582,0.073,2,48.6388462,8.9427325
10.1,-0.49,0.41,460.5,0.077,12.582,0.077,2,48.638846,8.9427323
10.2,-0.53,0.43,460.5,0.082,12.582,0.077,2,48.6388462,8.9427318
10.3,-0.55,0.44,460.5,-0.011,12.582,0.082,2,48.6388463,8.9427315
10.4,-0.56,0.43,460.5,0.05,12.581,0.077,2,48.6388462,8.9427313
10.5,-0.59,0.43,460.6,0.177,12.581,0.074,2,48.6388462,8.942731
10.6,-0.6,0.43,460.6,0.143,12.581,0.07,2,48.6388462,8.9427308
10.7,-0.62,0.44,460.6,0.196,12.582,0.068,2,48.6388463,8.9427305
10.8,-0.64,0.44,460.6,0.037,12.582,0.071,2,48.6388463,8.9427303
10.9,-0.65,0.44,460.6,0.098,12.582,0.076,2,48.6388463,8.9427302
11.0,-0.66,0.44,460.6,0.108,12.582,0.074,2,48.6388463,8.94273
11.1,-0.67,0.44,460.6,0.061,12.582,0.077,2,48.6388463,8.9427298
11.2,-0.69,0.46,460.6,0.053,12.583,0.08,2,48.6388465,8.9427297
11.3,-0.7,0.46,460.6,0.037,12.582,0.077,2,48.6388465,8.9427295
11.4,-0.71,0.46,460.6,0.048,12.582,0.077,2,48.6388465,8.9427293
11.5,-0.7,0.46,460.6,0.103,12.582,0.082,2,48.6388465,8.9427295
11.6,-0.7,0.46,460.6,0.005,12.582,0.074,2,48.6388465,8.9427295
11.8,-0.71,0.46,460.7,0.011,12.581,0.07,2,48.6388465,8.9427293
11.9,-0.73,0.48,460.7,0.053,12.581,0.072,2,48.6388467,8.942729
12.0,-0.75,0.5,460.7,0.013,12.581,0.072,2,48.6388468,8.9427288
12.1,-0.75,0.52,460.7,0.005,12.582,0.068,2,48.638847,8.9427288
12.2,-0.76,0.52,460.7,-0.005,12.582,0.07,2,48.638847,8.9427287
12.3,-0.76,0.52,460.7,0.053,12.582,0.07,2,48.638847,8.9427287
12.4,-0.77,0.52,460.7,0.108,12.582,0.077,2,48.638847,8.9427285
12.5,-0.78,0.54,460.7,-0.048,12.582,0.073,2,48.6388472,8.9427283
12.6,-0.78,0.54,460.7,0.005,12.582,0.074,2,48.6388472,8.9427283
12.8,-0.8,0.54,460.8,-0.169,12.582,0.076,2,48.6388472,8.9427282
12.9,-0.8,0.56,460.8,-0.164,12.581,0.076,2,48.6388473,8.9427282
13.0,-0.8,0.56,460.8,-0.021,12.581,0.072,2,48.6388473,8.9427282
13.1,-0.8,0.56,460.8,0.069,12.582,0.073,2,48.6388473,8.9427282
13.2,-0.81,0.56,460.8,-0.053,12.582,0.075,2,48.6388473,8.942728
13.3,-0.81,0.56,460.9,-0.026,12.582,0.074,2,48.6388473,8.942728
13.4,-0.82,0.57,460.9,-0.058,12.581,0.077,2,48.6388475,8.9427278
13.5,-0.83,0.59,460.9,-0.032,12.581,0.075,2,48.6388477,8.9427277
13.6,-0.84,0.59,460.9,0.082,12.582,0.074,2,48.6388477,8.9427275
13.8,-0.87,0.61,460.9,-0.069,12.582,0.07,2,48.6388478,8.9427272
13.9,-0.88,0.63,460.9,-0.111,12.582,0.075,2,48.638848,8.942727
14.0,-0.91,0.65,460.9,0.032,12.582,0.07,2,48.6388482,8.9427267
14.1,-0.93,0.67,460.9,0.077,12.582,0.07,2,48.6388483,8.9427263
14.2,-0.94,0.67,460.9,0.005,12.582,0.075,2,48.6388483,8.9427262
14.3,-0.94,0.67,460.9,-0.111,12.582,0.073,2,48.6388483,8.9427262
14.4,-0.96,0.69,460.9,-0.1,12.581,0.081,2,48.6388485,8.942726
14.5,-0.96,0.69,460.9,-0.159,12.581,0.082,2,48.6388485,8.942726
14.6,-0.96,0.69,460.9,-0.132,12.582,0.075,2,48.6388485,8.942726
14.8,-0.97,0.69,460.9,-0.148,12.582,0.073,2,48.6388485,8.9427258
14.9,-0.97,0.69,460.9,0.042,12.582,0.065,2,48.6388485,8.9427258
15.0,-0.98,0.69,460.9,-0.011,12.582,0.069,2,48.6388485,8.9427257
15.1,-0.98,0.67,461.0,-0.079,12.582,0.065,2,48.6388483,8.9427257
15.2,-0.98,0.69,461.0,-0.095,12.582,0.072,2,48.6388485,8.9427257
15.3,-0.97,0.69,461.0,0.034,12.582,0.077,2,48.6388485,8.9427258
15.4,-0.97,0.67,461.0,-0.053,12.582,0.08,2,48.6388483,8.9427258
15.5,-0.96,0.67,461.0,0.0,12.582,0.073,2,48.6388483,8.942726
15.6,-0.97,0.67,461.0,-0.069,12.582,0.069,2,48.6388483,8.9427258
15.8,-0.97,0.69,461.0,-0.048,12.581,0.074,2,48.6388485,8.9427258
15.9,-0.98,0.69,461.0,0.029,12.58,0.069,2,48.6388485,8.9427257
16.0,-0.98,0.69,461.0,-0.005,12.581,0.073,2,48.6388485,8.9427257
16.1,-0.98,0.69,461.1,-0.032,12.581,0.07,2,48.6388485,8.9427257
16.2,-0.98,0.67,461.1,-0.021,12.582,0.076,2,48.6388483,8.9427257
16.3,-0.97,0.67,461.1,-0.09,12.581,0.084,2,48.6388483,8.9427258
16.4,-0.97,0.67,461.1,-0.032,12.581,0.083,2,48.6388483,8.9427258
16.5,-0.97,0.67,461.1,-0.106,12.581,0.077,2,48.6388483,8.9427258
16.6,-0.97,0.67,461.1,-0.09,12.581,0.065,2,48.6388483,8.9427258
16.8,-0.97,0.67,461.1,-0.1,12.581,0.06,2,48.6388483,8.9427258
16.9,-0.96,0.65,461.2,0.005,12.581,0.069,2,48.6388482,8.942726
17.0,-0.96,0.65,461.2,-0.042,12.581,0.071,2,48.6388482,8.942726
17.1,-0.94,0.65,461.2,-0.011,12.581,0.071,2,48.6388482,8.9427262
17.2,-0.94,0.63,461.2,0.069,12.58,0.063,2,48.638848,8.9427262
17.3,-0.94,0.63,461.2,-0.026,12.58,0.065,2,48.638848,8.9427262
17.4,-0.93,0.63,461.2,-0.069,12.581,0.061,2,48.638848,8.9427263
17.5,-0.92,0.61,461.2,-0.042,12.582,0.068,2,48.6388478,8.9427265
17.6,-0.92,0.59,461.2,-0.058,12.582,0.071,2,48.6388477,8.9427265
17.8,-0.91,0.59,461.3,-0.09,12.582,0.077,2,48.6388477,8.9427267
17.9,-0.89,0.59,461.3,-0.079,12.582,0.072,2,48.6388477,8.9427268
18.0,-0.89,0.57,461.3,-0.032,12.582,0.07,2,48.6388475,8.9427268
18.1,-0.88,0.57,461.3,-0.042,12.582,0.069,2,48.6388475,8.942727
18.2,-0.88,0.56,461.3,0.037,12.581,0.072,2,48.6388473,8.942727
18.3,-0.88,0.56,461.3,-0.148,12.581,0.073,2,48.6388473,8.942727
18.4,-0.87,0.54,461.3,0.026,12.581,0.068,2,48.6388472,8.9427272
18.5,-0.86,0.54,461.4,0.053,12.581,0.064,2,48.6388472,8.9427273
18.6,-0.86,0.52,461.4,-0.026,12.581,0.062,2,48.638847,8.9427273
18.8,-0.84,0.52,461.4,-0.042,12.582,0.069,2,48.638847,8.9427275
18.9,-0.84,0.5,461.4,0.029,12.582,0.078,2,48.6388468,8.9427275
19.0,-0.83,0.5,461.4,-0.026,12.582,0.075,2,48.6388468,8.9427277
