t,x,y,altGps,altBaro,voltage,current,sats,lat,lon
0.0,0.0,0.0,460.1,2.716,12.574,-0.004,2,48.63883,8.9427405
0.1,0.0,0.0,460.1,0.0,12.573,-0.005,2,48.63883,8.9427405
0.2,-0.01,0.0,460.1,0.159,12.574,-0.005,2,48.63883,8.9427403
0.3,0.0,0.02,460.1,0.095,12.574,-0.004,2,48.6388302,8.9427405
0.4,-0.01,0.0,460.1,0.159,12.574,-0.007,2,48.63883,8.9427403
0.5,-0.01,0.0,460.1,0.069,12.574,-0.006,2,48.63883,8.9427403
0.6,-0.01,0.02,460.1,0.087,12.574,-0.001,2,48.6388302,8.9427403
0.7,-0.02,0.0,460.1,0.021,12.574,0.002,2,48.63883,8.9427402
0.9,-0.02,0.02,460.1,0.106,12.573,0.003,2,48.6388302,8.9427402
1.0,-0.02,0.0,460.1,0.106,12.573,0.006,2,48.63883,8.9427402
1.1,-0.02,0.02,460.1,0.071,12.573,0.005,2,48.6388302,8.9427402
1.2,-0.02,0.02,460.1,0.085,12.573,0.0,2,48.6388302,8.9427402
1.3,-0.02,0.02,460.1,0.148,12.573,0.004,2,48.6388302,8.9427402
1.5,-0.02,0.02,460.1,0.135,12.574,0.009,2,48.6388302,8.9427402
1.6,-0.04,0.02,460.1,0.174,12.574,0.012,2,48.6388302,8.94274
1.7,-0.02,0.02,460.1,0.042,12.574,0.014,2,48.6388302,8.9427402
1.9,-0.02,0.02,460.1,0.071,12.574,0.009,2,48.6388302,8.9427402
2.0,-0.04,0.02,460.1,0.071,12.574,0.006,2,48.6388302,8.94274
2.1,-0.04,0.02,460.1,-0.037,12.574,0.004,2,48.6388302,8.94274
2.2,-0.04,0.04,460.1,0.085,12.575,0.004,2,48.6388303,8.94274
2.3,-0.05,0.04,460.1,0.055,12.575,0.005,2,48.6388303,8.9427398
2.4,-0.05,0.04,460.1,0.135,12.575,0.002,2,48.6388303,8.9427398
2.5,-0.05,0.04,460.1,0.018,12.575,0.001,2,48.6388303,8.9427398
2.6,-0.05,0.04,460.2,0.029,12.574,0.001,2,48.6388303,8.9427398
2.7,-0.05,0.06,460.2,0.063,12.574,0.002,2,48.6388305,8.9427398
2.9,-0.06,0.06,460.2,0.0,12.574,-0.005,2,48.6388305,8.9427397
3.0,-0.06,0.06,460.2,0.066,12.574,-0.002,2,48.6388305,8.9427397
3.1,-0.06,0.06,460.2,0.148,12.574,0.0,2,48.6388305,8.9427397
3.2,-0.06,0.06,460.2,0.103,12.573,0.006,2,48.6388305,8.9427397
3.3,-0.06,0.06,460.2,0.05,12.573,0.004,2,48.6388305,8.9427397
3.4,-0.07,0.06,460.2,0.063,12.573,0.009,2,48.6388305,8.9427395
3.5,-0.07,0.07,460.2,-0.011,12.573,0.006,2,48.6388307,8.9427395
3.6,-0.06,0.06,460.2,0.026,12.573,0.012,2,48.6388305,8.9427397
3.7,-0.07,0.07,460.2,0.069,12.572,0.006,2,48.6388307,8.9427395
3.9,-0.09,0.06,460.2,0.071,12.573,0.001,2,48.6388305,8.9427393
4.0,-0.1,0.06,460.2,0.063,12.574,-0.007,2,48.6388305,8.9427392
4.1,-0.1,0.04,460.2,-0.021,12.574,-0.013,2,48.6388303,8.9427392
4.2,-0.11,0.07,460.3,0.114,12.574,-0.012,2,48.6388307,8.942739
