t,x,y,altGps,altBaro,voltage,current,speed,sats,lat,lon
0.0,0.0,0.0,458.8,2.967,12.567,0.19,1.41,2,48.6388177,8.9427467
0.1,-0.01,-0.04,458.9,0.016,12.568,0.22,0.88,2,48.6388173,8.9427465
0.2,-0.04,-0.04,458.9,-0.074,12.568,0.28,0.66,2,48.6388173,8.9427462
0.3,-0.04,-0.06,458.9,-0.106,12.568,0.257,0.0,2,48.6388172,8.9427462
0.4,-0.04,-0.06,458.9,-0.032,12.568,0.179,0.44,2,48.6388172,8.9427462
0.5,-0.05,-0.06,459.0,-0.106,12.568,0.242,0.8,2,48.6388172,8.942746
0.6,-0.04,-0.04,459.0,-0.106,12.567,0.276,0.66,2,48.6388173,8.9427462
0.7,-0.04,-0.06,459.0,0.0,12.567,0.308,0.44,2,48.6388172,8.9427462
0.8,-0.05,-0.06,458.9,0.071,12.568,0.191,0.67,2,48.6388172,8.942746
0.9,-0.05,-0.07,458.9,0.003,12.569,0.114,0.0,2,48.638817,8.942746
1.0,-0.05,-0.07,458.9,0.04,12.569,0.063,1.4,2,48.638817,8.942746
1.1,-0.06,-0.11,458.9,-0.137,12.57,0.064,0.0,2,48.6388167,8.9427458
1.2,-0.06,-0.11,458.9,-0.122,12.57,0.061,0.0,2,48.6388167,8.9427458
1.3,-0.06,-0.11,458.9,-0.106,12.571,0.052,0.4,2,48.6388167,8.9427458
1.5,-0.05,-0.09,458.8,0.013,12.57,0.056,0.0,2,48.6388168,8.942746
1.6,-0.05,-0.09,458.9,-0.079,12.569,0.063,0.66,2,48.6388168,8.942746
1.7,-0.05,-0.11,458.9,-0.127,12.569,0.066,0.67,2,48.6388167,8.942746
1.8,-0.05,-0.13,458.9,-0.153,12.57,0.06,0.44,2,48.6388165,8.942746
1.9,-0.04,-0.13,458.9,-0.132,12.57,0.058,0.0,2,48.6388165,8.9427462
2.0,-0.04,-0.13,458.9,-0.053,12.57,0.058,0.44,2,48.6388165,8.9427462
2.1,-0.05,-0.13,458.9,-0.164,12.57,0.062,0.0,2,48.6388165,8.942746
2.2,-0.05,-0.13,458.9,-0.18,12.57,0.06,0.44,2,48.6388165,8.942746
2.3,-0.04,-0.13,458.9,-0.111,12.569,0.056,0.22,2,48.6388165,8.9427462
2.5,-0.02,-0.13,458.9,-0.127,12.57,0.059,0.0,2,48.6388165,8.9427463
2.6,-0.02,-0.13,458.9,-0.122,12.57,0.062,1.11,2,48.6388165,8.9427463
2.7,0.0,-0.11,458.9,-0.058,12.57,0.061,0.44,2,48.6388167,8.9427467
2.8,0.01,-0.11,458.9,-0.185,12.57,0.06,0.67,2,48.6388167,8.9427468
2.9,0.01,-0.13,458.9,-0.127,12.57,0.064,0.44,2,48.6388165,8.9427468
3.0,0.02,-0.13,458.9,-0.159,12.57,0.06,0.67,2,48.6388165,8.942747
3.1,0.02,-0.15,458.9,-0.164,12.57,0.063,0.0,2,48.6388163,8.942747
3.2,0.02,-0.15,458.9,-0.233,12.569,0.063,0.0,2,48.6388163,8.942747
3.3,0.02,-0.15,458.9,-0.248,12.57,0.06,0.22,2,48.6388163,8.942747
3.5,0.01,-0.15,459.0,-0.169,12.569,0.062,0.0,2,48.6388163,8.9427468
3.6,0.01,-0.15,459.0,-0.275,12.57,0.06,0.0,2,48.6388163,8.9427468
3.7,0.01,-0.15,459.0,-0.164,12.569,0.059,0.0,2,48.6388163,8.9427468
3.8,0.01,-0.15,459.0,-0.122,12.571,0.051,0.67,2,48.6388163,8.9427468
3.9,0.01,-0.13,459.0,-0.127,12.57,0.05,0.0,2,48.6388165,8.9427468
4.0,0.01,-0.13,459.0,-0.174,12.571,0.054,0.44,2,48.6388165,8.9427468
4.1,0.02,-0.13,459.0,-0.164,12.571,0.056,0.67,2,48.6388165,8.942747
4.2,0.02,-0.11,459.0,-0.206,12.571,0.058,0.66,2,48.6388167,8.942747
4.3,0.02,-0.09,459.0,-0.259,12.569,0.06,0.33,2,48.6388168,8.942747
4.5,0.02,-0.11,458.9,-0.206,12.57,0.062,0.4,2,48.6388167,8.942747
4.7,0.04,-0.09,458.9,-0.206,12.571,0.066,0.67,2,48.6388168,8.9427472
4.8,0.04,-0.07,458.9,-0.217,12.57,0.063,0.0,2,48.638817,8.9427472
4.9,0.04,-0.07,458.9,-0.153,12.57,0.056,0.33,2,48.638817,8.9427472
5.1,0.04,-0.06,458.9,-0.026,12.57,0.06,0.0,2,48.6388172,8.9427472
5.2,0.04,-0.06,458.9,-0.196,12.569,0.065,0.44,2,48.6388172,8.9427472
5.3,0.02,-0.06,458.9,-0.264,12.57,0.052,0.0,2,48.6388172,8.942747
5.5,0.02,-0.06,458.9,-0.196,12.571,0.054,0.22,2,48.6388172,8.942747
5.7,0.01,-0.06,458.9,-0.227,12.57,0.061,0.66,2,48.6388172,8.9427468
5.8,0.01,-0.04,458.9,-0.233,12.569,0.06,0.0,2,48.6388173,8.9427468
5.9,0.01,-0.04,458.9,-0.174,12.569,0.059,0.0,2,48.6388173,8.9427468
6.0,0.01,-0.04,458.9,-0.122,12.571,0.052,0.44,2,48.6388173,8.9427468
6.1,0.0,-0.04,458.9,-0.238,12.57,0.054,0.0,2,48.6388173,8.9427467
6.2,0.0,-0.04,458.9,-0.116,12.57,0.06,0.44,2,48.6388173,8.9427467
6.3,-0.01,-0.04,458.9,-0.153,12.569,0.068,0.33,2,48.6388173,8.9427465
6.5,-0.01,-0.06,458.9,-0.074,12.569,0.065,0.33,2,48.6388172,8.9427465
6.7,-0.01,-0.07,458.9,-0.238,12.569,0.054,0.8,2,48.638817,8.9427465
6.8,-0.02,-0.09,459.0,-0.085,12.57,0.048,0.0,2,48.6388168,8.9427463
7.0,-0.02,-0.09,459.0,-0.201,12.57,0.05,0.4,2,48.6388168,8.9427463
7.2,-0.04,-0.11,459.0,-0.174,12.569,0.062,0.67,2,48.6388167,8.9427462
7.3,-0.04,-0.13,459.0,-0.196,12.569,0.061,0.22,2,48.6388165,8.9427462
7.5,-0.05,-0.13,459.0,-0.159,12.569,0.058,0.0,2,48.6388165,8.942746
7.7,-0.05,-0.13,459.0,-0.238,12.569,0.062,0.8,2,48.6388165,8.942746
7.8,-0.06,-0.15,459.0,-0.206,12.569,0.065,0.0,2,48.6388163,8.9427458
8.0,-0.06,-0.15,459.1,-0.116,12.57,0.059,0.4,2,48.6388163,8.9427458
