t,x,y,altGps,altBaro,voltage,current,sats,lat,lon
0.0,0.0,0.0,457.2,2.349,12.595,0.11,2,48.6388113,8.9427232
0.1,-0.01,-0.02,457.2,2.291,12.595,0.102,2,48.6388112,8.942723
0.2,-0.01,-0.02,457.2,-0.037,12.596,0.1,2,48.6388112,8.942723
0.3,-0.01,0.0,457.2,-0.021,12.597,0.101,2,48.6388113,8.942723
0.4,-0.02,-0.02,457.2,-0.127,12.597,0.098,2,48.6388112,8.9427228
0.5,-0.02,-0.02,457.2,-0.127,12.597,0.103,2,48.6388112,8.9427228
0.6,-0.04,-0.02,457.2,-0.048,12.596,0.105,2,48.6388112,8.9427227
0.8,-0.04,-0.04,457.2,-0.169,12.594,0.12,2,48.638811,8.9427227
1.0,-0.02,-0.04,457.1,-0.217,12.594,0.133,2,48.638811,8.9427228
1.1,0.0,-0.04,457.1,0.0,12.595,0.133,2,48.638811,8.9427232
1.2,-0.01,-0.04,457.1,-0.063,12.595,0.126,2,48.638811,8.942723
1.3,-0.01,-0.06,457.2,-0.037,12.596,0.112,2,48.6388108,8.942723
1.4,-0.02,-0.06,457.2,0.077,12.596,0.114,2,48.6388108,8.9427228
1.5,-0.02,-0.06,457.1,0.016,12.595,0.121,2,48.6388108,8.9427228
1.6,-0.01,-0.06,457.1,0.032,12.595,0.137,2,48.6388108,8.942723
1.7,-0.01,-0.04,457.1,-0.053,12.595,0.139,2,48.638811,8.942723
1.9,-0.01,-0.02,457.1,-0.095,12.595,0.133,2,48.6388112,8.942723
2.1,0.0,0.0,457.1,-0.063,12.596,0.121,2,48.6388113,8.9427232
2.3,0.0,0.0,457.0,0.026,12.595,0.108,2,48.6388113,8.9427232
2.5,0.02,0.0,457.0,-0.042,12.595,0.094,2,48.6388113,8.9427235
2.6,0.02,0.04,456.9,-0.127,12.596,0.098,2,48.6388117,8.9427235
2.7,0.04,0.06,456.9,-0.116,12.595,0.101,2,48.6388118,8.9427237
2.8,0.04,0.06,456.9,-0.095,12.595,0.105,2,48.6388118,8.9427237
3.0,0.05,0.06,456.9,-0.063,12.595,0.114,2,48.6388118,8.9427238
3.2,0.06,0.07,456.9,-0.079,12.595,0.113,2,48.638812,8.942724
3.4,0.06,0.07,456.8,-0.201,12.594,0.109,2,48.638812,8.942724
3.5,0.05,0.07,456.8,-0.1,12.594,0.112,2,48.638812,8.9427238
3.6,0.05,0.07,456.8,-0.085,12.595,0.106,2,48.638812,8.9427238
3.7,0.05,0.07,456.8,0.037,12.595,0.107,2,48.638812,8.9427238
3.8,0.04,0.07,456.8,0.04,12.595,0.099,2,48.638812,8.9427237
4.0,0.04,0.07,456.8,0.048,12.594,0.105,2,48.638812,8.9427237
4.1,0.04,0.07,456.8,-0.042,12.594,0.111,2,48.638812,8.9427237
4.2,0.04,0.07,456.8,-0.074,12.594,0.115,2,48.638812,8.9427237
4.3,0.02,0.07,456.8,-0.032,12.595,0.108,2,48.638812,8.9427235
4.4,0.02,0.06,456.8,-0.153,12.595,0.105,2,48.6388118,8.9427235
