t,x,y,altGps,altBaro,voltage,current,sats,lat,lon
0.0,0.0,0.0,460.5,0.314,12.554,0.058,2,48.6388335,8.9427453
0.2,0.0,0.0,460.5,0.024,12.554,0.09,2,48.6388335,8.9427453
0.3,0.0,0.0,460.5,-0.037,12.554,0.118,2,48.6388335,8.9427453
0.5,0.0,0.0,460.5,0.011,12.556,0.081,2,48.6388335,8.9427453
0.6,0.0,0.02,460.5,0.0,12.556,0.075,2,48.6388337,8.9427453
0.8,-0.01,0.0,460.5,0.114,12.553,0.124,2,48.6388335,8.9427452
1.0,-0.01,0.0,460.5,0.024,12.554,0.078,2,48.6388335,8.9427452
1.2,-0.01,0.02,460.5,-0.005,12.554,0.093,2,48.6388337,8.9427452
1.3,-0.01,0.0,460.5,0.005,12.554,0.107,2,48.6388335,8.9427452
1.5,-0.01,0.02,460.5,0.037,12.555,0.068,2,48.6388337,8.9427452
1.6,-0.01,0.02,460.6,-0.053,12.555,0.056,2,48.6388337,8.9427452
1.8,-0.02,0.02,460.6,-0.011,12.554,0.112,2,48.6388337,8.942745
2.0,-0.02,0.02,460.6,-0.058,12.552,0.159,2,48.6388337,8.942745
2.2,-0.02,0.0,460.6,-0.143,12.553,0.148,2,48.6388335,8.942745
2.3,-0.02,0.0,460.6,-0.132,12.554,0.103,2,48.6388335,8.942745
2.4,-0.02,0.0,460.6,-0.069,12.554,0.076,2,48.6388335,8.942745
2.5,-0.02,0.0,460.6,0.024,12.554,0.06,2,48.6388335,8.942745
2.6,-0.02,0.0,460.6,0.032,12.555,0.061,2,48.6388335,8.942745
2.7,-0.01,-0.02,460.6,0.037,12.555,0.061,2,48.6388333,8.9427452
2.8,-0.01,-0.02,460.6,-0.011,12.555,0.06,2,48.6388333,8.9427452
3.0,-0.01,0.0,460.6,-0.09,12.554,0.063,2,48.6388335,8.9427452
3.1,-0.01,0.0,460.6,-0.19,12.554,0.057,2,48.6388335,8.9427452
3.2,-0.01,0.0,460.6,-0.063,12.554,0.051,2,48.6388335,8.9427452
3.3,0.0,0.0,460.7,-0.053,12.554,0.052,2,48.6388335,8.9427453
3.5,0.0,0.0,460.7,0.016,12.555,0.057,2,48.6388335,8.9427453
3.7,0.01,0.0,460.7,-0.164,12.555,0.052,2,48.6388335,8.9427455
3.9,0.01,0.0,460.7,-0.196,12.555,0.053,2,48.6388335,8.9427455
4.1,0.01,0.0,460.7,-0.164,12.555,0.054,2,48.6388335,8.9427455
