t,x,y,altGps,altBaro,voltage,current,sats,lat,lon
0.0,0.0,0.0,460.2,2.259,12.639,0.601,2,48.6388265,8.942745
0.1,0.0,-0.02,460.2,2.362,12.637,0.533,2,48.6388263,8.942745
0.2,-0.01,0.0,460.2,-0.058,12.636,0.487,2,48.6388265,8.9427448
0.3,-0.01,-0.02,460.2,-0.09,12.641,0.339,2,48.6388263,8.9427448
0.4,0.0,-0.02,460.2,-0.063,12.645,0.167,2,48.6388263,8.942745
0.5,0.0,-0.02,460.2,-0.069,12.645,0.047,2,48.6388263,8.942745
0.6,-0.01,-0.02,460.2,-0.042,12.645,0.049,2,48.6388263,8.9427448
0.7,0.0,-0.02,460.2,-0.116,12.645,0.052,2,48.6388263,8.942745
0.8,0.0,-0.02,460.2,-0.153,12.646,0.052,2,48.6388263,8.942745
0.9,-0.01,-0.02,460.2,-0.079,12.646,0.048,2,48.6388263,8.9427448
1.0,-0.01,-0.02,460.2,-0.116,12.646,0.05,2,48.6388263,8.9427448
1.1,-0.01,-0.02,460.2,-0.164,12.646,0.045,2,48.6388263,8.9427448
1.2,-0.01,-0.02,460.2,-0.053,12.646,0.052,2,48.6388263,8.9427448
1.3,-0.01,-0.02,460.2,-0.005,12.646,0.049,2,48.6388263,8.9427448
1.4,-0.01,-0.02,460.3,-0.09,12.646,0.056,2,48.6388263,8.9427448
1.5,-0.01,-0.02,460.2,-0.021,12.646,0.06,2,48.6388263,8.9427448
1.6,-0.01,-0.02,460.2,-0.053,12.646,0.059,2,48.6388263,8.9427448
1.7,-0.01,-0.02,460.3,-0.095,12.645,0.053,2,48.6388263,8.9427448
1.9,-0.01,-0.02,460.3,-0.095,12.645,0.055,2,48.6388263,8.9427448
2.0,-0.01,-0.02,460.3,0.069,12.645,0.058,2,48.6388263,8.9427448
2.1,-0.01,-0.02,460.3,-0.011,12.645,0.055,2,48.6388263,8.9427448
2.2,-0.01,-0.02,460.3,0.005,12.646,0.053,2,48.6388263,8.9427448
2.3,-0.01,-0.02,460.3,0.037,12.647,0.049,2,48.6388263,8.9427448
2.4,-0.01,-0.02,460.3,-0.042,12.646,0.05,2,48.6388263,8.9427448
2.5,-0.01,-0.02,460.3,-0.021,12.646,0.056,2,48.6388263,8.9427448
2.6,-0.01,-0.02,460.3,-0.143,12.646,0.059,2,48.6388263,8.9427448
2.7,-0.01,-0.02,460.3,-0.148,12.645,0.06,2,48.6388263,8.9427448
2.9,-0.02,-0.02,460.3,-0.058,12.644,0.058,2,48.6388263,8.9427447
3.0,-0.01,-0.02,460.3,-0.111,12.644,0.063,2,48.6388263,8.9427448
3.1,-0.02,-0.02,460.3,-0.111,12.644,0.061,2,48.6388263,8.9427447
3.2,-0.02,-0.02,460.3,-0.037,12.645,0.056,2,48.6388263,8.9427447
3.3,-0.02,-0.02,460.3,-0.042,12.646,0.048,2,48.6388263,8.9427447
3.4,-0.02,-0.02,460.3,-0.19,12.646,0.048,2,48.6388263,8.9427447
3.5,-0.02,-0.02,460.3,-0.09,12.646,0.057,2,48.6388263,8.9427447
3.6,-0.02,-0.02,460.3,-0.09,12.646,0.06,2,48.6388263,8.9427447
3.7,-0.04,-0.02,460.3,-0.058,12.645,0.061,2,48.6388263,8.9427445
3.9,-0.04,-0.02,460.3,-0.116,12.645,0.058,2,48.6388263,8.9427445
4.0,-0.04,-0.04,460.3,-0.074,12.645,0.055,2,48.6388262,8.9427445
4.1,-0.04,-0.04,460.3,0.008,12.645,0.057,2,48.6388262,8.9427445
4.2,-0.04,-0.04,460.3,-0.127,12.646,0.057,2,48.6388262,8.9427445
4.3,-0.04,-0.04,460.3,-0.042,12.646,0.056,2,48.6388262,8.9427445
4.4,-0.05,-0.04,460.3,-0.18,12.646,0.054,2,48.6388262,8.9427443
4.5,-0.05,-0.04,460.3,-0.122,12.645,0.05,2,48.6388262,8.9427443
4.6,-0.05,-0.04,460.3,0.005,12.645,0.053,2,48.6388262,8.9427443
4.7,-0.05,-0.04,460.3,-0.09,12.644,0.058,2,48.6388262,8.9427443
4.9,-0.05,-0.04,460.3,-0.127,12.644,0.056,2,48.6388262,8.9427443
5.0,-0.05,-0.04,460.3,-0.085,12.645,0.051,2,48.6388262,8.9427443
5.1,-0.05,-0.04,460.3,-0.127,12.645,0.055,2,48.6388262,8.9427443
5.2,-0.05,-0.04,460.3,-0.111,12.646,0.052,2,48.6388262,8.9427443
5.3,-0.05,-0.06,460.3,-0.085,12.646,0.051,2,48.638826,8.9427443
5.4,-0.04,-0.04,460.3,-0.085,12.646,0.056,2,48.6388262,8.9427445
5.5,-0.04,-0.04,460.4,-0.074,12.645,0.059,2,48.6388262,8.9427445
5.6,-0.04,-0.04,460.4,-0.106,12.645,0.056,2,48.6388262,8.9427445
5.7,-0.04,-0.04,460.4,-0.058,12.645,0.055,2,48.6388262,8.9427445
5.9,-0.04,-0.04,460.4,0.055,12.645,0.052,2,48.6388262,8.9427445
6.0,-0.02,-0.04,460.4,0.106,12.645,0.055,2,48.6388262,8.9427447
6.1,-0.02,-0.04,460.4,0.114,12.645,0.054,2,48.6388262,8.9427447
6.2,-0.02,-0.04,460.4,0.032,12.646,0.054,2,48.6388262,8.9427447
6.3,-0.04,-0.04,460.4,-0.095,12.646,0.054,2,48.6388262,8.9427445
6.4,-0.04,-0.04,460.4,0.011,12.646,0.056,2,48.6388262,8.9427445
6.5,-0.04,-0.04,460.4,0.05,12.645,0.057,2,48.6388262,8.9427445
6.6,-0.04,-0.04,460.4,0.026,12.646,0.057,2,48.6388262,8.9427445
6.7,-0.05,-0.04,460.4,0.063,12.645,0.049,2,48.6388262,8.9427443
6.9,-0.05,-0.02,460.4,0.1,12.645,0.044,2,48.6388263,8.9427443
7.0,-0.04,-0.02,460.3,0.048,12.645,0.054,2,48.6388263,8.9427445
7.2,-0.02,-0.02,460.4,0.077,12.645,0.058,2,48.6388263,8.9427447
7.3,-0.01,0.0,460.4,0.016,12.645,0.053,2,48.6388265,8.9427448
7.4,0.0,0.0,460.4,0.061,12.645,0.054,2,48.6388265,8.942745
7.5,0.01,-0.02,460.4,0.074,12.646,0.051,2,48.6388263,8.9427452
7.6,0.01,-0.02,460.4,-0.053,12.646,0.049,2,48.6388263,8.9427452
7.7,0.02,-0.02,460.4,-0.011,12.645,0.052,2,48.6388263,8.9427453
7.9,0.02,-0.04,460.4,0.069,12.645,0.051,2,48.6388262,8.9427453
8.0,0.04,-0.02,460.4,0.0,12.645,0.054,2,48.6388263,8.9427455
8.2,0.04,-0.02,460.4,0.1,12.645,0.048,2,48.6388263,8.9427455
8.3,0.05,-0.02,460.4,-0.058,12.646,0.051,2,48.6388263,8.9427457
8.4,0.05,-0.02,460.4,0.045,12.645,0.06,2,48.6388263,8.9427457
8.5,0.05,-0.02,460.4,0.087,12.646,0.063,2,48.6388263,8.9427457
8.6,0.05,-0.02,460.4,0.116,12.646,0.063,2,48.6388263,8.9427457
8.7,0.05,-0.02,460.3,-0.042,12.645,0.051,2,48.6388263,8.9427457
8.9,0.04,-0.04,460.4,-0.069,12.645,0.053,2,48.6388262,8.9427455
9.0,0.05,-0.04,460.4,-0.132,12.645,0.051,2,48.6388262,8.9427457
9.1,0.01,-0.06,460.5,-0.063,12.646,0.055,2,48.638826,8.9427452
9.2,-0.01,-0.07,460.5,-0.164,12.646,0.052,2,48.6388258,8.9427448
9.3,-0.04,-0.07,460.5,-0.153,12.645,0.057,2,48.6388258,8.9427445
9.4,-0.06,-0.09,460.5,-0.217,12.645,0.062,2,48.6388257,8.9427442
9.5,-0.07,-0.09,460.6,-0.174,12.646,0.055,2,48.6388257,8.942744
9.6,-0.09,-0.11,460.6,-0.048,12.646,0.05,2,48.6388255,8.9427438
9.7,-0.11,-0.13,460.6,-0.069,12.645,0.051,2,48.6388253,8.9427435
9.9,-0.13,-0.13,460.6,-0.085,12.644,0.06,2,48.6388253,8.9427432
10.0,-0.16,-0.15,460.6,0.026,12.644,0.053,2,48.6388252,8.9427428
10.1,-0.17,-0.15,460.6,0.034,12.645,0.048,2,48.6388252,8.9427427
10.2,-0.2,-0.17,460.6,-0.037,12.646,0.048,2,48.638825,8.9427423
10.3,-0.21,-0.17,460.6,-0.116,12.646,0.055,2,48.638825,8.9427422
10.4,-0.23,-0.19,460.6,0.013,12.645,0.058,2,48.6388248,8.9427418
10.5,-0.26,-0.2,460.6,0.013,12.645,0.053,2,48.6388247,8.9427415
10.6,-0.29,-0.22,460.6,-0.021,12.645,0.051,2,48.6388245,8.942741
10.7,-0.33,-0.24,460.6,0.145,12.645,0.048,2,48.6388243,8.9427405
10.9,-0.36,-0.26,460.6,-0.011,12.645,0.05,2,48.6388242,8.9427402
11.0,-0.37,-0.26,460.5,0.045,12.644,0.055,2,48.6388242,8.94274
11.1,-0.38,-0.28,460.5,0.058,12.645,0.057,2,48.638824,8.9427398
11.2,-0.4,-0.28,460.5,-0.09,12.645,0.062,2,48.638824,8.9427395
11.3,-0.44,-0.3,460.5,0.016,12.645,0.07,2,48.6388238,8.942739
11.5,-0.45,-0.3,460.5,0.069,12.645,0.065,2,48.6388238,8.9427388
11.6,-0.47,-0.32,460.5,0.169,12.645,0.058,2,48.6388237,8.9427387
11.7,-0.48,-0.32,460.5,0.008,12.644,0.049,2,48.6388237,8.9427385
11.9,-0.5,-0.32,460.5,-0.095,12.644,0.048,2,48.6388237,8.9427382
12.0,-0.51,-0.33,460.5,-0.058,12.645,0.051,2,48.6388235,8.942738
12.1,-0.53,-0.33,460.5,-0.011,12.645,0.046,2,48.6388235,8.9427378
12.2,-0.54,-0.33,460.5,-0.053,12.645,0.051,2,48.6388235,8.9427377
12.3,-0.54,-0.35,460.4,-0.032,12.646,0.053,2,48.6388233,8.9427377
12.4,-0.55,-0.35,460.4,-0.021,12.645,0.055,2,48.6388233,8.9427375
12.5,-0.56,-0.35,460.4,-0.011,12.646,0.06,2,48.6388233,8.9427373
12.6,-0.56,-0.37,460.4,0.048,12.645,0.055,2,48.6388232,8.9427373
12.7,-0.58,-0.37,460.4,0.016,12.645,0.062,2,48.6388232,8.9427372
12.9,-0.58,-0.37,460.4,-0.058,12.645,0.056,2,48.6388232,8.9427372
13.0,-0.59,-0.37,460.4,-0.016,12.645,0.055,2,48.6388232,8.942737
13.1,-0.59,-0.39,460.4,-0.116,12.645,0.054,2,48.638823,8.942737
13.2,-0.59,-0.39,460.4,0.177,12.646,0.052,2,48.638823,8.942737
13.3,-0.59,-0.39,460.4,0.108,12.646,0.052,2,48.638823,8.942737
13.4,-0.59,-0.39,460.4,0.029,12.646,0.054,2,48.638823,8.942737
13.5,-0.58,-0.39,460.4,0.029,12.646,0.054,2,48.638823,8.9427372
13.6,-0.58,-0.39,460.4,0.032,12.645,0.057,2,48.638823,8.9427372
13.7,-0.58,-0.39,460.4,0.013,12.645,0.059,2,48.638823,8.9427372
13.9,-0.56,-0.39,460.4,0.05,12.644,0.058,2,48.638823,8.9427373
14.0,-0.56,-0.39,460.4,0.087,12.644,0.055,2,48.638823,8.9427373
14.1,-0.56,-0.39,460.4,-0.032,12.645,0.048,2,48.638823,8.9427373
14.2,-0.56,-0.39,460.4,-0.011,12.645,0.049,2,48.638823,8.9427373
14.3,-0.55,-0.39,460.4,-0.016,12.645,0.049,2,48.638823,8.9427375
14.4,-0.55,-0.39,460.4,0.074,12.645,0.05,2,48.638823,8.9427375
14.5,-0.55,-0.39,460.4,0.135,12.645,0.05,2,48.638823,8.9427375
14.6,-0.55,-0.39,460.4,0.098,12.645,0.044,2,48.638823,8.9427375
14.7,-0.54,-0.39,460.4,-0.021,12.645,0.051,2,48.638823,8.9427377
14.9,-0.54,-0.39,460.3,0.106,12.644,0.056,2,48.638823,8.9427377
15.0,-0.54,-0.39,460.3,0.026,12.644,0.061,2,48.638823,8.9427377
15.1,-0.54,-0.39,460.3,0.008,12.644,0.063,2,48.638823,8.9427377
15.2,-0.54,-0.37,460.3,0.04,12.645,0.069,2,48.6388232,8.9427377
15.3,-0.54,-0.39,460.3,0.159,12.645,0.07,2,48.638823,8.9427377
15.4,-0.54,-0.39,460.3,0.098,12.645,0.072,2,48.638823,8.9427377
15.5,-0.54,-0.39,460.3,0.029,12.645,0.064,2,48.638823,8.9427377
15.6,-0.54,-0.39,460.3,0.114,12.645,0.059,2,48.638823,8.9427377
15.7,-0.55,-0.39,460.3,0.045,12.645,0.058,2,48.638823,8.9427375
15.9,-0.55,-0.39,460.3,-0.021,12.646,0.059,2,48.638823,8.9427375
16.0,-0.55,-0.39,460.3,-0.005,12.645,0.058,2,48.638823,8.9427375
16.1,-0.56,-0.39,460.3,0.09,12.646,0.058,2,48.638823,8.9427373
16.2,-0.56,-0.41,460.3,-0.032,12.645,0.058,2,48.6388228,8.9427373
16.4,-0.58,-0.41,460.3,0.058,12.645,0.056,2,48.6388228,8.9427372
16.5,-0.58,-0.41,460.3,0.011,12.645,0.054,2,48.6388228,8.9427372
16.6,-0.58,-0.41,460.3,0.0,12.645,0.056,2,48.6388228,8.9427372
16.7,-0.58,-0.41,460.3,-0.005,12.645,0.056,2,48.6388228,8.9427372
16.9,-0.58,-0.41,460.3,-0.074,12.645,0.06,2,48.6388228,8.9427372
17.0,-0.59,-0.41,460.3,-0.09,12.645,0.057,2,48.6388228,8.942737
17.1,-0.59,-0.41,460.3,0.042,12.645,0.051,2,48.6388228,8.942737
17.2,-0.59,-0.41,460.3,0.058,12.645,0.052,2,48.6388228,8.942737
17.3,-0.59,-0.41,460.3,0.048,12.645,0.057,2,48.6388228,8.942737
17.4,-0.59,-0.41,460.3,0.074,12.645,0.056,2,48.6388228,8.942737
17.5,-0.59,-0.41,460.3,-0.074,12.645,0.058,2,48.6388228,8.942737
17.6,-0.6,-0.41,460.2,-0.016,12.645,0.057,2,48.6388228,8.9427368
17.7,-0.6,-0.41,460.2,-0.095,12.644,0.06,2,48.6388228,8.9427368
17.9,-0.6,-0.41,460.2,-0.005,12.644,0.055,2,48.6388228,8.9427368
18.0,-0.6,-0.41,460.2,0.048,12.644,0.055,2,48.6388228,8.9427368
18.1,-0.6,-0.41,460.2,-0.111,12.645,0.05,2,48.6388228,8.9427368
18.2,-0.6,-0.41,460.2,-0.053,12.645,0.053,2,48.6388228,8.9427368
18.3,-0.61,-0.41,460.2,-0.122,12.645,0.051,2,48.6388228,8.9427367
18.4,-0.61,-0.41,460.2,0.011,12.645,0.05,2,48.6388228,8.9427367
18.5,-0.61,-0.41,460.2,0.011,12.645,0.046,2,48.6388228,8.9427367
18.6,-0.61,-0.41,460.2,-0.053,12.645,0.043,2,48.6388228,8.9427367
18.7,-0.61,-0.41,460.1,0.092,12.645,0.049,2,48.6388228,8.9427367
18.9,-0.61,-0.41,460.1,-0.011,12.644,0.054,2,48.6388228,8.9427367
19.0,-0.61,-0.41,460.1,-0.021,12.644,0.054,2,48.6388228,8.9427367
19.1,-0.61,-0.41,460.1,-0.164,12.645,0.053,2,48.6388228,8.9427367
19.2,-0.62,-0.41,460.1,-0.164,12.646,0.054,2,48.6388228,8.9427365
19.3,-0.62,-0.41,460.1,-0.069,12.646,0.056,2,48.6388228,8.9427365
19.4,-0.62,-0.41,460.1,-0.132,12.646,0.053,2,48.6388228,8.9427365
19.5,-0.62,-0.41,460.1,-0.095,12.645,0.05,2,48.6388228,8.9427365
19.6,-0.62,-0.41,460.1,-0.19,12.645,0.046,2,48.6388228,8.9427365
19.7,-0.64,-0.41,460.1,-0.09,12.645,0.044,2,48.6388228,8.9427363
19.9,-0.64,-0.41,460.1,-0.032,12.645,0.054,2,48.6388228,8.9427363
20.0,-0.64,-0.41,460.1,0.1,12.644,0.056,2,48.6388228,8.9427363
20.1,-0.64,-0.41,460.1,0.016,12.645,0.058,2,48.6388228,8.9427363
20.2,-0.64,-0.41,460.0,-0.079,12.645,0.046,2,48.6388228,8.9427363
20.3,-0.64,-0.41,460.0,-0.069,12.646,0.039,2,48.6388228,8.9427363
