t,x,y,altGps,altBaro,voltage,current,sats,lat,lon
0.0,0.0,0.0,460.2,1.128,12.64,-0.018,2,48.6388222,8.9427322
0.1,0.0,0.02,460.2,1.173,12.641,-0.014,2,48.6388223,8.9427322
0.2,0.0,0.0,460.2,0.026,12.64,0.009,2,48.6388222,8.9427322
0.4,-0.01,0.0,460.2,-0.137,12.64,0.047,2,48.6388222,8.942732
0.5,0.0,0.0,460.2,-0.095,12.641,0.034,2,48.6388222,8.9427322
0.6,-0.01,0.0,460.2,-0.148,12.641,0.006,2,48.6388222,8.942732
0.7,0.0,0.02,460.2,-0.116,12.64,0.013,2,48.6388223,8.9427322
0.8,0.0,0.02,460.2,-0.026,12.639,0.046,2,48.6388223,8.9427322
0.9,0.0,0.02,460.2,-0.069,12.64,0.047,2,48.6388223,8.9427322
1.0,0.0,0.04,460.2,-0.111,12.64,0.022,2,48.6388225,8.9427322
1.1,0.01,0.06,460.1,-0.016,12.641,-0.004,2,48.6388227,8.9427323
1.2,0.01,0.07,460.1,-0.042,12.641,0.037,2,48.6388228,8.9427323
1.4,0.01,0.09,460.1,-0.079,12.641,0.046,2,48.638823,8.9427323
1.5,0.01,0.09,460.1,-0.011,12.641,0.011,2,48.638823,8.9427323
1.7,0.01,0.11,460.1,-0.148,12.642,-0.025,2,48.6388232,8.9427323
1.8,0.01,0.11,460.1,-0.164,12.641,-0.017,2,48.6388232,8.9427323
1.9,0.01,0.13,460.1,-0.069,12.64,0.035,2,48.6388233,8.9427323
2.1,0.01,0.13,460.1,-0.053,12.639,0.098,2,48.6388233,8.9427323
2.2,0.01,0.15,460.1,-0.074,12.638,0.092,2,48.6388235,8.9427323
2.4,0.02,0.15,460.1,-0.164,12.639,0.031,2,48.6388235,8.9427325
2.6,0.02,0.15,460.1,-0.201,12.64,-0.019,2,48.6388235,8.9427325
2.8,0.02,0.17,460.1,-0.079,12.641,-0.018,2,48.6388237,8.9427325
2.9,0.02,0.17,460.1,-0.095,12.641,-0.021,2,48.6388237,8.9427325
3.0,0.02,0.17,460.1,-0.037,12.64,-0.019,2,48.6388237,8.9427325
3.2,0.01,0.17,460.1,-0.153,12.64,-0.016,2,48.6388237,8.9427323
3.4,0.01,0.15,460.1,-0.122,12.638,-0.014,2,48.6388235,8.9427323
3.5,0.01,0.15,460.1,-0.132,12.637,-0.01,2,48.6388235,8.9427323
3.6,0.0,0.15,460.1,-0.164,12.637,-0.009,2,48.6388235,8.9427322
3.7,-0.01,0.13,460.1,-0.153,12.64,-0.011,2,48.6388233,8.942732
3.8,0.0,0.15,460.1,-0.137,12.64,-0.02,2,48.6388235,8.9427322
3.9,0.0,0.15,460.1,-0.18,12.64,-0.017,2,48.6388235,8.9427322
4.0,0.01,0.17,460.1,-0.042,12.64,-0.018,2,48.6388237,8.9427323
4.1,0.01,0.17,460.1,-0.1,12.641,-0.014,2,48.6388237,8.9427323
4.2,0.01,0.19,460.1,-0.132,12.641,-0.021,2,48.6388238,8.9427323
4.4,-0.01,0.17,460.1,-0.211,12.641,-0.019,2,48.6388237,8.942732
4.5,-0.02,0.19,460.1,-0.137,12.64,-0.017,2,48.6388238,8.9427318
4.6,-0.02,0.2,460.1,-0.005,12.64,-0.013,2,48.638824,8.9427318
4.7,-0.04,0.2,460.1,-0.122,12.64,-0.014,2,48.638824,8.9427317
4.8,-0.05,0.24,460.1,-0.153,12.64,-0.017,2,48.6388243,8.9427315
4.9,-0.06,0.26,460.1,-0.048,12.64,-0.019,2,48.6388245,8.9427313
5.0,-0.07,0.28,460.0,-0.095,12.641,-0.012,2,48.6388247,8.9427312
5.1,-0.07,0.3,460.0,-0.132,12.641,-0.011,2,48.6388248,8.9427312
5.2,-0.09,0.32,460.0,-0.053,12.641,-0.01,2,48.638825,8.942731
5.4,-0.09,0.35,460.1,-0.09,12.64,-0.018,2,48.6388253,8.942731
5.5,-0.1,0.37,460.1,-0.201,12.64,-0.011,2,48.6388255,8.9427308
5.6,-0.1,0.39,460.1,-0.285,12.642,-0.01,2,48.6388257,8.9427308
5.7,-0.11,0.41,460.1,-0.111,12.642,-0.008,2,48.6388258,8.9427307
5.8,-0.11,0.44,460.1,0.0,12.643,-0.008,2,48.6388262,8.9427307
5.9,-0.11,0.46,460.1,-0.127,12.642,-0.006,2,48.6388263,8.9427307
6.0,-0.11,0.48,460.1,-0.153,12.642,-0.005,2,48.6388265,8.9427307
6.1,-0.12,0.52,460.1,-0.095,12.642,-0.011,2,48.6388268,8.9427305
6.2,-0.12,0.54,460.1,-0.153,12.642,-0.022,2,48.638827,8.9427305
6.4,-0.12,0.56,460.2,-0.127,12.641,-0.017,2,48.6388272,8.9427305
6.6,-0.13,0.57,460.2,-0.09,12.64,-0.015,2,48.6388273,8.9427303
6.7,-0.13,0.59,460.2,-0.1,12.64,-0.017,2,48.6388275,8.9427303
6.8,-0.13,0.61,460.2,-0.111,12.641,-0.021,2,48.6388277,8.9427303
6.9,-0.13,0.63,460.2,-0.201,12.641,-0.016,2,48.6388278,8.9427303
