t,x,y,altGps,altBaro,voltage,current,speed,sats,lat,lon
0.0,0.0,0.0,459.6,1.197,12.549,0.487,0.0,2,48.6388358,8.942727
0.1,0.0,0.0,459.6,-0.074,12.554,0.257,0.0,2,48.6388358,8.942727
0.2,0.0,0.0,459.6,-0.069,12.557,0.097,0.0,2,48.6388358,8.942727
0.3,0.0,0.0,459.6,-0.011,12.56,0.036,0.22,2,48.6388358,8.942727
0.5,-0.01,0.0,459.7,-0.079,12.56,0.043,0.0,2,48.6388358,8.9427268
0.6,-0.01,0.0,459.7,-0.069,12.559,0.04,0.0,2,48.6388358,8.9427268
0.7,-0.01,0.0,459.7,-0.106,12.559,0.04,0.8,2,48.6388358,8.9427268
0.8,0.0,0.02,459.7,-0.011,12.56,0.039,0.44,2,48.638836,8.942727
0.9,0.01,0.02,459.7,-0.169,12.559,0.043,0.44,2,48.638836,8.9427272
1.0,0.02,0.02,459.6,-0.069,12.559,0.041,0.0,2,48.638836,8.9427273
1.1,0.02,0.02,459.6,-0.169,12.559,0.038,0.67,2,48.638836,8.9427273
1.2,0.02,0.04,459.7,-0.164,12.56,0.041,0.44,2,48.6388362,8.9427273
1.3,0.04,0.04,459.6,-0.169,12.559,0.047,0.0,2,48.6388362,8.9427275
1.4,0.04,0.04,459.6,-0.137,12.56,0.046,0.44,2,48.6388362,8.9427275
1.5,0.05,0.04,459.6,-0.185,12.559,0.045,0.0,2,48.6388362,8.9427277
1.6,0.05,0.04,459.6,-0.132,12.559,0.039,0.0,2,48.6388362,8.9427277
1.7,0.05,0.04,459.6,-0.074,12.56,0.041,0.0,2,48.6388362,8.9427277
1.8,0.05,0.04,459.6,-0.085,12.56,0.037,0.0,2,48.6388362,8.9427277
1.9,0.05,0.04,459.6,-0.18,12.559,0.034,0.0,2,48.6388362,8.9427277
2.0,0.05,0.04,459.6,-0.074,12.559,0.041,0.0,2,48.6388362,8.9427277
2.1,0.05,0.04,459.6,0.032,12.56,0.044,0.44,2,48.6388362,8.9427277
2.2,0.06,0.04,459.6,-0.095,12.56,0.051,0.44,2,48.6388362,8.9427278
2.3,0.05,0.04,459.6,-0.159,12.56,0.053,0.33,2,48.6388362,8.9427277
2.5,0.05,0.02,459.6,-0.079,12.559,0.05,0.0,2,48.638836,8.9427277
2.6,0.05,0.02,459.6,-0.153,12.56,0.044,0.44,2,48.638836,8.9427277
2.7,0.06,0.02,459.6,-0.09,12.56,0.043,0.44,2,48.638836,8.9427278
2.8,0.05,0.02,459.6,-0.148,12.56,0.037,0.0,2,48.638836,8.9427277
2.9,0.05,0.02,459.6,-0.206,12.56,0.034,0.8,2,48.638836,8.9427277
3.0,0.04,0.0,459.6,-0.111,12.56,0.034,0.0,2,48.6388358,8.9427275
3.1,0.04,0.0,459.6,-0.153,12.56,0.043,0.8,2,48.6388358,8.9427275
3.2,0.02,0.02,459.6,-0.132,12.56,0.047,0.67,2,48.638836,8.9427273
3.3,0.02,0.0,459.6,-0.116,12.56,0.048,0.0,2,48.6388358,8.9427273
3.4,0.02,0.0,459.5,-0.005,12.56,0.045,0.0,2,48.6388358,8.9427273
3.5,0.02,0.0,459.6,0.0,12.56,0.045,0.44,2,48.6388358,8.9427273
3.6,0.01,0.0,459.5,-0.048,12.559,0.043,0.44,2,48.6388358,8.9427272
3.7,0.02,0.0,459.6,-0.095,12.56,0.043,0.0,2,48.6388358,8.9427273
3.8,0.02,0.0,459.6,-0.042,12.559,0.045,0.44,2,48.6388358,8.9427273
3.9,0.01,0.0,459.6,-0.074,12.559,0.046,0.44,2,48.6388358,8.9427272
4.0,0.02,0.0,459.6,-0.085,12.559,0.048,0.0,2,48.6388358,8.9427273
4.1,0.02,0.0,459.6,-0.011,12.559,0.043,0.44,2,48.6388358,8.9427273
4.2,0.01,0.0,459.6,0.069,12.559,0.037,0.44,2,48.6388358,8.9427272
4.3,0.02,0.0,459.6,-0.011,12.559,0.037,0.44,2,48.6388358,8.9427273
4.4,0.01,0.0,459.6,-0.116,12.559,0.038,0.0,2,48.6388358,8.9427272
4.5,0.01,0.0,459.6,-0.153,12.559,0.04,0.44,2,48.6388358,8.9427272
4.6,0.02,0.0,459.6,-0.111,12.559,0.045,0.0,2,48.6388358,8.9427273
4.7,0.02,0.0,459.6,-0.159,12.56,0.039,0.44,2,48.6388358,8.9427273
4.8,0.01,0.0,459.6,-0.164,12.56,0.044,0.44,2,48.6388358,8.9427272
4.9,0.02,0.0,459.6,-0.206,12.56,0.037,0.44,2,48.6388358,8.9427273
5.0,0.01,0.0,459.6,-0.185,12.56,0.037,0.66,2,48.6388358,8.9427272
5.1,0.01,-0.02,459.6,-0.153,12.561,0.041,0.44,2,48.6388357,8.9427272
5.2,0.02,-0.02,459.6,-0.085,12.56,0.041,0.44,2,48.6388357,8.9427273
5.3,0.01,-0.02,459.6,-0.185,12.56,0.04,0.0,2,48.6388357,8.9427272
5.4,0.01,-0.02,459.6,-0.153,12.559,0.035,0.0,2,48.6388357,8.9427272
5.5,0.01,-0.02,459.6,-0.211,12.559,0.036,0.44,2,48.6388357,8.9427272
5.6,0.02,-0.02,459.6,-0.111,12.559,0.041,0.44,2,48.6388357,8.9427273
5.7,0.01,-0.02,459.6,-0.106,12.559,0.049,0.88,2,48.6388357,8.9427272
5.8,0.04,-0.02,459.6,-0.206,12.559,0.044,0.44,2,48.6388357,8.9427275
5.9,0.02,-0.02,459.6,-0.201,12.56,0.036,0.0,2,48.6388357,8.9427273
6.0,0.02,-0.02,459.6,-0.132,12.56,0.033,0.0,2,48.6388357,8.9427273
6.1,0.02,-0.02,459.6,-0.227,12.56,0.038,0.44,2,48.6388357,8.9427273
6.2,0.04,-0.02,459.6,-0.233,12.56,0.046,0.0,2,48.6388357,8.9427275
6.3,0.04,-0.02,459.6,-0.143,12.56,0.05,0.67,2,48.6388357,8.9427275
6.4,0.04,-0.04,459.6,-0.153,12.56,0.046,0.0,2,48.6388355,8.9427275
6.5,0.04,-0.04,459.6,-0.132,12.56,0.048,0.0,2,48.6388355,8.9427275
6.6,0.04,-0.04,459.6,-0.111,12.56,0.048,0.8,2,48.6388355,8.9427275
6.7,0.05,-0.02,459.7,-0.143,12.56,0.046,0.0,2,48.6388357,8.9427277
6.8,0.05,-0.02,459.6,-0.196,12.56,0.046,0.67,2,48.6388357,8.9427277
6.9,0.05,-0.04,459.6,-0.137,12.56,0.043,0.44,2,48.6388355,8.9427277
7.0,0.06,-0.04,459.6,-0.1,12.56,0.046,0.44,2,48.6388355,8.9427278
7.1,0.05,-0.04,459.6,-0.164,12.56,0.048,0.44,2,48.6388355,8.9427277
7.2,0.06,-0.04,459.6,-0.238,12.56,0.049,0.0,2,48.6388355,8.9427278
7.3,0.06,-0.04,459.7,-0.254,12.561,0.047,0.44,2,48.6388355,8.9427278
7.5,0.04,-0.04,459.7,-0.196,12.56,0.042,0.8,2,48.6388355,8.9427275
7.6,0.05,-0.02,459.7,-0.296,12.56,0.041,0.67,2,48.6388357,8.9427277
7.7,0.05,-0.04,459.7,-0.053,12.56,0.034,0.0,2,48.6388355,8.9427277
7.8,0.05,-0.04,459.7,-0.069,12.56,0.033,0.0,2,48.6388355,8.9427277
7.9,0.05,-0.04,459.7,-0.037,12.56,0.03,0.0,2,48.6388355,8.9427277
8.0,0.05,-0.04,459.7,-0.148,12.561,0.032,0.67,2,48.6388355,8.9427277
8.1,0.05,-0.02,459.7,-0.1,12.561,0.037,0.0,2,48.6388357,8.9427277
8.2,0.05,-0.02,459.7,-0.111,12.56,0.032,0.67,2,48.6388357,8.9427277
8.3,0.05,-0.04,459.7,-0.137,12.561,0.033,0.0,2,48.6388355,8.9427277
8.4,0.05,-0.04,459.7,-0.148,12.56,0.035,0.0,2,48.6388355,8.9427277
8.5,0.05,-0.04,459.7,-0.159,12.561,0.038,0.0,2,48.6388355,8.9427277
8.6,0.05,-0.04,459.7,-0.159,12.56,0.039,0.44,2,48.6388355,8.9427277
8.7,0.06,-0.04,459.7,-0.116,12.561,0.039,0.44,2,48.6388355,8.9427278
8.8,0.07,-0.04,459.7,-0.206,12.56,0.039,0.44,2,48.6388355,8.942728
8.9,0.06,-0.04,459.7,-0.095,12.56,0.032,0.0,2,48.6388355,8.9427278
9.0,0.06,-0.04,459.7,-0.095,12.56,0.033,0.67,2,48.6388355,8.9427278
