t,x,y,altGps,altBaro,voltage,current,speed,sats,lat,lon
0.0,0.0,0.0,457.6,1.71,12.613,0.051,0.0,2,48.638823,8.942745
0.1,0.0,0.0,457.6,1.636,12.614,0.026,0.44,2,48.638823,8.942745
0.2,0.01,0.0,457.6,0.018,12.615,0.023,0.8,2,48.638823,8.9427452
0.3,0.02,-0.02,457.6,-0.042,12.615,0.02,0.0,2,48.6388228,8.9427453
0.4,0.02,-0.02,457.6,0.005,12.614,0.021,0.8,2,48.6388228,8.9427453
0.5,0.01,0.0,457.6,-0.026,12.614,0.01,0.0,2,48.638823,8.9427452
0.6,0.01,0.0,457.6,0.026,12.615,0.02,0.44,2,48.638823,8.9427452
0.7,0.02,0.0,457.6,-0.048,12.615,0.018,0.44,2,48.638823,8.9427453
0.8,0.01,0.0,457.6,0.151,12.614,0.021,0.44,2,48.638823,8.9427452
0.9,0.02,0.0,457.6,0.079,12.614,0.022,0.0,2,48.638823,8.9427453
1.0,0.02,0.0,457.6,0.037,12.614,0.015,0.0,2,48.638823,8.9427453
1.1,0.02,0.0,457.6,0.048,12.615,0.009,0.0,2,48.638823,8.9427453
1.2,0.02,0.0,457.6,0.003,12.614,0.009,0.0,2,48.638823,8.9427453
1.3,0.02,0.0,457.6,-0.011,12.614,0.01,0.0,2,48.638823,8.9427453
1.5,0.02,0.0,457.6,-0.032,12.614,0.02,0.44,2,48.638823,8.9427453
1.6,0.01,0.0,457.6,0.029,12.615,0.024,0.0,2,48.638823,8.9427452
1.7,0.01,0.0,457.6,0.024,12.615,0.026,0.0,2,48.638823,8.9427452
1.9,0.01,0.0,457.6,-0.069,12.613,0.029,0.33,2,48.638823,8.9427452
2.1,0.01,-0.02,457.6,0.026,12.613,0.029,0.44,2,48.6388228,8.9427452
2.2,0.0,-0.02,457.6,0.071,12.615,0.025,0.0,2,48.6388228,8.942745
2.3,0.0,-0.02,457.6,-0.021,12.613,0.018,0.33,2,48.6388228,8.942745
2.5,0.0,0.0,457.5,-0.026,12.614,0.017,0.67,2,48.638823,8.942745
2.6,0.0,-0.02,457.5,0.045,12.615,0.019,0.0,2,48.6388228,8.942745
2.7,0.0,-0.02,457.5,0.005,12.615,0.015,0.0,2,48.6388228,8.942745
2.8,0.0,-0.02,457.5,0.037,12.615,0.016,0.4,2,48.6388228,8.942745
3.0,0.01,-0.04,457.6,0.058,12.614,0.02,0.0,2,48.6388227,8.9427452
3.1,0.01,-0.04,457.5,-0.095,12.614,0.018,0.0,2,48.6388227,8.9427452
3.3,0.01,-0.04,457.5,-0.053,12.613,0.033,0.0,2,48.6388227,8.9427452
3.5,0.01,-0.04,457.5,0.071,12.613,0.036,0.44,2,48.6388227,8.9427452
3.6,0.02,-0.04,457.5,0.087,12.614,0.027,0.44,2,48.6388227,8.9427453
3.7,0.01,-0.04,457.5,0.071,12.614,0.022,0.4,2,48.6388227,8.9427452
3.9,0.0,-0.02,457.5,0.037,12.613,0.033,0.0,2,48.6388228,8.942745
4.0,0.0,-0.02,457.6,0.013,12.612,0.034,0.66,2,48.6388228,8.942745
4.1,0.0,-0.04,457.6,0.082,12.613,0.028,0.0,2,48.6388227,8.942745
4.2,0.0,-0.04,457.6,0.026,12.614,0.021,0.0,2,48.6388227,8.942745
4.4,0.0,-0.04,457.6,-0.016,12.613,0.024,0.22,2,48.6388227,8.942745
4.6,0.01,-0.04,457.6,0.085,12.614,0.024,0.0,2,48.6388227,8.9427452
4.7,0.01,-0.04,457.6,-0.069,12.615,0.021,0.33,2,48.6388227,8.9427452
4.9,0.01,-0.02,457.6,-0.053,12.614,0.031,0.0,2,48.6388228,8.9427452
5.0,0.01,-0.02,457.6,0.005,12.614,0.024,0.66,2,48.6388228,8.9427452
5.1,0.01,-0.04,457.6,-0.042,12.615,0.018,0.0,2,48.6388227,8.9427452
5.3,0.01,-0.04,457.6,-0.037,12.614,0.027,0.0,2,48.6388227,8.9427452
5.5,0.01,-0.04,457.6,0.116,12.614,0.03,0.0,2,48.6388227,8.9427452
5.6,0.01,-0.04,457.6,0.048,12.615,0.024,0.0,2,48.6388227,8.9427452
5.8,0.01,-0.04,457.6,-0.011,12.614,0.022,0.66,2,48.6388227,8.9427452
5.9,0.01,-0.02,457.6,0.045,12.614,0.023,0.33,2,48.6388228,8.9427452
6.1,0.01,0.0,457.5,-0.016,12.615,0.029,0.22,2,48.638823,8.9427452
